"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"5000",NA,"CUMBERLAND & ATLANTIC AVE","AVE","CUMBERLAND & ATLANTIC AVE","CUMBERLAND & ATLANTIC AVE","CUMBERLAND & ATLANTIC AVE","CUMBERLAND & ATLANTIC AVE"
"5001",NA,"BUTLER & HOYT","ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST"
"5002",NA,"WARREN & BOND","ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST","WARREN & BOND ST"
"5003",NA,"FLATBUSH TURNPIKE & ATLANTIC","ST","FLATBUSH TURNPIKE & ATLANTIC ST","FLATBUSH TURNPIKE & ATLANTIC ST","FLATBUSH TURNPIKE & ATLANTIC ST","FLATBUSH TURNPIKE & ATLANTIC ST"
"5004",NA,"DEGRAW & CT","CT","DEGRAW & CT","DEGRAW & CT","DEGRAW & CT","DEGRAW & CT"
"5005",NA,"FLUSHING & KENT AVE","AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE"
"5006",NA,"FURMAN & JORALEMON","ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST"
"5007",NA,"CUMBERLAND & MYRTLE AVE","AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE"
"5008",NA,"BOND & DEAN","ST","BOND & DEAN ST","BOND & DEAN ST","BOND & DEAN ST","BOND & DEAN ST"
"5009",NA,"","ST",NA,NA,NA,NA
"5010",NA,"OLD WALLABOUT RD & CRIPPLEBUSH RD","ST","OLD WALLABOUT RD & CRIPPLEBUSH RD ST","OLD WALLABOUT RD & CRIPPLEBUSH RD ST","OLD WALLABOUT RD & CRIPPLEBUSH RD ST","OLD WALLABOUT RD & CRIPPLEBUSH RD ST"
"5011",NA,"","ST",NA,NA,NA,NA
"5012",78,"MAIN","ST","78 MAIN ST","78 MAIN ST","78 MAIN ST","78 MAIN ST"
"5013",NA,"MYRTLE AVE & CARLL","AVE","MYRTLE AVE & CARLL AVE","MYRTLE AVE & CARLL AVE","MYRTLE AVE & CARLL AVE","MYRTLE AVE & CARLL AVE"
"5014",NA,"DEGRAW & CT","CT","DEGRAW & CT","DEGRAW & CT","DEGRAW & CT","DEGRAW & CT"
"5015",NA,"20 & 3 AVE GOWANUS","AVE","20 & 3 AVE GOWANUS AVE","20 & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE"
"5016",NA,"WOODEN WARD STORE 129 FULTON","ST","WOODEN WARD STORE 129 FULTON ST","WOODEN WARD STORE 129 FULTON ST","WOODEN WARD STORE 129TH FULTON ST","WOODEN WARD STORE 129TH FULTON ST"
"5017",NA,"BROOKLYN ECLIPSE MAIN & Y""ORK","ST","BROOKLYN ECLIPSE MAIN & Y""ORK ST","BROOKLYN ECLIPSE MAIN & Y""ORK ST","BROOKLYN ECLIPSE MAIN & Y""ORK ST","BROOKLYN ECLIPSE MAIN & Y""ORK ST"
"5018",NA,"MYRTLE AVE & RAYMOND","AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE"
"5019",NA,"COLUMBIA & AMITY","ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST"
"5020",NA,"STATE & SMITH","ST","STATE & SMITH ST","STATE & SMITH ST","STATE & SMITH ST","STATE & SMITH ST"
"5021",NA,"22 & 4 AVE GOWANUS","AVE","22 & 4 AVE GOWANUS AVE","22 & 4 AVE GOWANUS AVE","22ND & 4 AVE GOWANUS AVE","22ND & 4 AVE GOWANUS AVE"
"5022",NA,"FLATBUSH TURNPIKE & NEVINS","ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST"
"5023",NA,"RUSSELL SAMUEL LABORER 21 & 5 AVE GOWANUS","AVE","RUSSELL SAMUEL LABORER 21 & 5 AVE GOWANUS AVE","RUSSELL SAMUEL LABORER 21 & 5 AVE GOWANUS AVE","RUSSELL SAMUEL LABORER 21ST & 5 AVE GOWANUS AVE","RUSSELL SAMUEL LABORER 21ST & 5 AVE GOWANUS AVE"
"5024",NA,"","ST",NA,NA,NA,NA
"5025",75,"HUDSON AVE","AVE","75 HUDSON AVE","SEVENTY-FIVE HUDSON AVE","75 HUDSON AVE","SEVENTY-FIVE HUDSON AVE"
"5026",NA,"53 JOHN NYH WYCKOFF & BOND","ST","53 JOHN NYH WYCKOFF & BOND ST","53 JOHN NYH WYCKOFF & BOND ST","53RD JOHN NYH WYCKOFF & BOND ST","53RD JOHN NYH WYCKOFF & BOND ST"
"5027",NA,"BOERUM & PACIFIC","ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST"
"5028",NA,"VANBRUNT & WOLCOTT RED HOOK","ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST","VANBRUNT & WOLCOTT RED HOOK ST"
"5029",NA,"20 & 3 AVE GOWANUS","AVE","20 & 3 AVE GOWANUS AVE","20 & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE","20TH & 3 AVE GOWANUS AVE"
"5030",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"5031",NA,"SMITH & MILL","ST","SMITH & MILL ST","SMITH & MILL ST","SMITH & MILL ST","SMITH & MILL ST"
"5032",NA,"LITTLE & WATER","ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST"
"5033",NA,"DOUGLASS & SMITH","ST","DOUGLASS & SMITH ST","DOUGLASS & SMITH ST","DOUGLASS & SMITH ST","DOUGLASS & SMITH ST"
"5034",NA,"SQUIRES ALY","ALY","SQUIRES ALY","SQUIRES ALY","SQUIRES ALY","SQUIRES ALY"
"5035",NA,"21 & 3 AVGOWANUS","ST","21 & 3 AVGOWANUS ST","21 & 3 AVGOWANUS ST","21ST & 3 AVGOWANUS ST","21ST & 3 AVGOWANUS ST"
"5036",NA,"RAYMOND & TILLARY","ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST"
"5037",NA,"","ST",NA,NA,NA,NA
"5038",NA,"MYRTLE AVE & CUMBERLAND P,YELL THOMAS , N CUMBERLAND DE KALB AVE","AVE","MYRTLE AVE & CUMBERLAND P,YELL THOMAS , N CUMBERLAND DE KALB AVE","MYRTLE AVE & CUMBERLAND P,YELL THOMAS , N CUMBERLAND DE KALB AVE","MYRTLE AVE & CUMBERLAND P,YELL THOMAS , N CUMBERLAND DE KALB AVE","MYRTLE AVE & CUMBERLAND P,YELL THOMAS , N CUMBERLAND DE KALB AVE"
"5039",NA,"MYRTLE AVE & RAYMOND","AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE","MYRTLE AVE & RAYMOND AVE"
"5040",NA,"STATE & SMITH","ST","STATE & SMITH ST","STATE & SMITH ST","STATE & SMITH ST","STATE & SMITH ST"
"5041",NA,"N Y GRAND & FULTON AVE","AVE","N Y GRAND & FULTON AVE","N Y GRAND & FULTON AVE","N Y GRAND & FULTON AVE","N Y GRAND & FULTON AVE"
"5042",NA,"CLINTON & DEGRAW","ST","CLINTON & DEGRAW ST","CLINTON & DEGRAW ST","CLINTON & DEGRAW ST","CLINTON & DEGRAW ST"
"5043",NA,"FRANKLIN & PARK AVE","AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE"
"5044",NA,"FLUSHING AVE & GRAHAM","AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE"
"5045",NA,"LIVINGSTON B SMITH AND HOYT","ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST"
"5046",NA,"LIVINGSTON B SMITH AND HOYT","ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST","LIVINGSTON B SMITH AND HOYT ST"
"5047",NA,"NYH SACKETT & SMITH","ST","NYH SACKETT & SMITH ST","NYH SACKETT & SMITH ST","NYH SACKETT & SMITH ST","NYH SACKETT & SMITH ST"
"5048",NA,"SMITH & DEGRAW","ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST"
"5049",NA,"WILLOUGHBY & HUDSON AVE","AVE","WILLOUGHBY & HUDSON AVE","WILLOUGHBY & HUDSON AVE","WILLOUGHBY & HUDSON AVE","WILLOUGHBY & HUDSON AVE"
"5050",NA,"L I BANK 125 COLUMBIA","ST","L I BANK 125 COLUMBIA ST","L I BANK 125 COLUMBIA ST","L I BANK 125TH COLUMBIA ST","L I BANK 125TH COLUMBIA ST"
"5051",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"5052",NA,"","ST",NA,NA,NA,NA
"5053",NA,"FRANKLIN AVE & HICKORY","AVE","FRANKLIN AVE & HICKORY AVE","FRANKLIN AVE & HICKORY AVE","FRANKLIN AVE & HICKORY AVE","FRANKLIN AVE & HICKORY AVE"
"5054",NA,"S U X 1 WASHINGTON","ST","S U X 1 WASHINGTON ST","S U X 1 WASHINGTON ST","S U X 1ST WASHINGTON ST","S U X 1ST WASHINGTON ST"
"5055",NA,"SMITH & LIVINGSTON","ST","SMITH & LIVINGSTON ST","SMITH & LIVINGSTON ST","SMITH & LIVINGSTON ST","SMITH & LIVINGSTON ST"
"5056",NA,"CARLTON & MYRTLE AVE","AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE","CARLTON & MYRTLE AVE"
"5057",NA,"SACKETT & COLUMBIA","ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST"
"5058",NA,"NATIONAL BANK NYH 24 HIGH","ST","NATIONAL BANK NYH 24 HIGH ST","NATIONAL BANK NYH 24 HIGH ST","NATIONAL BANK NYH 24TH HIGH ST","NATIONAL BANK NYH 24TH HIGH ST"
"5059",NA,"NYH CLINTON & FULTON AVE","AVE","NYH CLINTON & FULTON AVE","NYH CLINTON & FULTON AVE","NYH CLINTON & FULTON AVE","NYH CLINTON & FULTON AVE"
"5060",NA,"SMITH & YVYCKOFF","ST","SMITH & YVYCKOFF ST","SMITH & YVYCKOFF ST","SMITH & YVYCKOFF ST","SMITH & YVYCKOFF ST"
"5061",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"5062",43,"ATLANTIC","ST","43 ATLANTIC ST","43 ATLANTIC ST","43 ATLANTIC ST","43 ATLANTIC ST"
"5063",NA,"SATCHEL","ST","SATCHEL ST","SATCHEL ST","SATCHEL ST","SATCHEL ST"
"5064",NA,"","ST",NA,NA,NA,NA
"5065",NA,"BEDFORD","ST","BEDFORD ST","BEDFORD ST","BEDFORD ST","BEDFORD ST"
"5066",NA,"COLUMBIA & SUMMIT","ST","COLUMBIA & SUMMIT ST","COLUMBIA & SUMMIT ST","COLUMBIA & SUMMIT ST","COLUMBIA & SUMMIT ST"
"5067",NA,"NYH DUFFIELD & JOHNSON","ST","NYH DUFFIELD & JOHNSON ST","NYH DUFFIELD & JOHNSON ST","NYH DUFFIELD & JOHNSON ST","NYH DUFFIELD & JOHNSON ST"
"5068",NA,"DEKALBN HUDSON AVE","AVE","DEKALBN HUDSON AVE","DEKALBN HUDSON AVE","DEKALBN HUDSON AVE","DEKALBN HUDSON AVE"
"5069",NA,"CLASSON & FLUSHING AVE","AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE"
"5070",NA,"FULTON & CONCORD","ST","FULTON & CONCORD ST","FULTON & CONCORD ST","FULTON & CONCORD ST","FULTON & CONCORD ST"
"5071",NA,"SANDS & BRG","BRG","SANDS & BRG","SANDS & BRG","SANDS & BRG","SANDS & BRG"
"5072",NA,"PACIFIC & UNDERHILL AVE","AVE","PACIFIC & UNDERHILL AVE","PACIFIC & UNDERHILL AVE","PACIFIC & UNDERHILL AVE","PACIFIC & UNDERHILL AVE"
"5073",NA,"JAMAICA RD CP PORTLAND AVE","AVE","JAMAICA RD CP PORTLAND AVE","JAMAICA RD CP PORTLAND AVE","JAMAICA RD CP PORTLAND AVE","JAMAICA RD CP PORTLAND AVE"
"5074",NA,"NAVY & LAFAYETTE","ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST","NAVY & LAFAYETTE ST"
"5075",NA,"BOND & STATE","ST","BOND & STATE ST","BOND & STATE ST","BOND & STATE ST","BOND & STATE ST"
"5076",NA,"UNION & COLUMBIA","ST","UNION & COLUMBIA ST","UNION & COLUMBIA ST","UNION & COLUMBIA ST","UNION & COLUMBIA ST"
"5077",NA,"BOERUM & LIVINGSTON","ST","BOERUM & LIVINGSTON ST","BOERUM & LIVINGSTON ST","BOERUM & LIVINGSTON ST","BOERUM & LIVINGSTON ST"
"5078",NA,"SANFORD & DE KALB AVE","AVE","SANFORD & DE KALB AVE","SANFORD & DE KALB AVE","SANFORD & DE KALB AVE","SANFORD & DE KALB AVE"
"5079",NA,"CLASSON & FULTON AVE","AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE","CLASSON & FULTON AVE"
"5080",NA,"FLUSHING AVE & SANFORD","AVE","FLUSHING AVE & SANFORD AVE","FLUSHING AVE & SANFORD AVE","FLUSHING AVE & SANFORD AVE","FLUSHING AVE & SANFORD AVE"
"5081",NA,"MYRTLE & CARLTON AVE","AVE","MYRTLE & CARLTON AVE","MYRTLE & CARLTON AVE","MYRTLE & CARLTON AVE","MYRTLE & CARLTON AVE"
"5082",NA,"PROSPECT & WASHINGTON","ST","PROSPECT & WASHINGTON ST","PROSPECT & WASHINGTON ST","PROSPECT & WASHINGTON ST","PROSPECT & WASHINGTON ST"
"5083",22,"B 3 AND 4 AVE GOWANUS","AVE","22 B 3 AND 4 AVE GOWANUS AVE","TWENTY-TWO B 3 AND 4 AVE GOWANUS AVE","22 B 3RD AND 4 AVE GOWANUS AVE","TWENTY-TWO B 3RD AND 4 AVE GOWANUS AVE"
"5084",NA,"","ST",NA,NA,NA,NA
"5085",NA,"FURMAN & JORALEMON","ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST","FURMAN & JORALEMON ST"
"5086",NA,"LIVINGSTON & BOND","ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST","LIVINGSTON & BOND ST"
"5087",NA,"CT 1 CT OP MYRTLE AVE","AVE","CT 1 CT OP MYRTLE AVE","CT 1 CT OP MYRTLE AVE","CT 1ST CT OP MYRTLE AVE","CT 1ST CT OP MYRTLE AVE"
"5088",NA,"N NASSAU & FULTON","ST","N NASSAU & FULTON ST","N NASSAU & FULTON ST","N NASSAU & FULTON ST","N NASSAU & FULTON ST"
"5089",NA,"CONCORD & STANTON","ST","CONCORD & STANTON ST","CONCORD & STANTON ST","CONCORD & STANTON ST","CONCORD & STANTON ST"
"5090",NA,"PAULS R C CHURCH 71 WARREN","ST","PAULS R C CHURCH 71 WARREN ST","PAULS R C CHURCH 71 WARREN ST","PAULS R C CHURCH 71ST WARREN ST","PAULS R C CHURCH 71ST WARREN ST"
"5091",NA,"DEAN & BOERUM","ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST"
"5092",NA,"INDEX","ST","INDEX ST","INDEX ST","INDEX ST","INDEX ST"
"5093",NA,"DEAN & POWERS","ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST"
"5094",NA,"SANFORD & MYRTLE AVE","AVE","SANFORD & MYRTLE AVE","SANFORD & MYRTLE AVE","SANFORD & MYRTLE AVE","SANFORD & MYRTLE AVE"
"5095",NA,"MYRTLE AVE & STEUBEN","ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST"
"5096",NA,"","ST",NA,NA,NA,NA
"5097",NA,"","ST",NA,NA,NA,NA
"5098",NA,"KENT AVE NORTH OP NAVY YARD","AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE"
"5099",NA,"KENT AVE NORTH OP NAVY YARD","AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE","KENT AVE NORTH OP NAVY YARD AVE"
"5100",NA,"CT & 4 PL","PL","CT & 4 PL","CT & 4 PL","CT & 4TH PL","CT & 4TH PL"
"5101",NA,"SCHERMERHORN & POWERS","ST","SCHERMERHORN & POWERS ST","SCHERMERHORN & POWERS ST","SCHERMERHORN & POWERS ST","SCHERMERHORN & POWERS ST"
"5102",NA,"COLUMBIA & PRESIDENT","ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST"
"5103",NA,"ADAMS B FRONT AND WATER","ST","ADAMS B FRONT AND WATER ST","ADAMS B FRONT AND WATER ST","ADAMS B FRONT AND WATER ST","ADAMS B FRONT AND WATER ST"
"5104",NA,"DEAN & UNDERBILL AVE","AVE","DEAN & UNDERBILL AVE","DEAN & UNDERBILL AVE","DEAN & UNDERBILL AVE","DEAN & UNDERBILL AVE"
"5105",NA,"","ST",NA,NA,NA,NA
"5106",NA,"JOHNSON & GOLD","ST","JOHNSON & GOLD ST","JOHNSON & GOLD ST","JOHNSON & GOLD ST","JOHNSON & GOLD ST"
"5107",NA,"PEARL & CONCORD","ST","PEARL & CONCORD ST","PEARL & CONCORD ST","PEARL & CONCORD ST","PEARL & CONCORD ST"
"5108",NA,"WASHINGTON SHADES 259 WASHINGTON","ST","WASHINGTON SHADES 259 WASHINGTON ST","WASHINGTON SHADES 259 WASHINGTON ST","WASHINGTON SHADES 259TH WASHINGTON ST","WASHINGTON SHADES 259TH WASHINGTON ST"
"5109",NA,"BUTLER & HOYT","ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST","BUTLER & HOYT ST"
"5110",107,"ATLANTIC","ST","107 ATLANTIC ST","107 ATLANTIC ST","107 ATLANTIC ST","107 ATLANTIC ST"
"5111",NA,"GREENWOOD CEMETERY GROUNDS RISON 22 & 4 AVE GOWANUS","AVE","GREENWOOD CEMETERY GROUNDS RISON 22 & 4 AVE GOWANUS AVE","GREENWOOD CEMETERY GROUNDS RISON 22 & 4 AVE GOWANUS AVE","GREENWOOD CEMETERY GROUNDS RISON 22ND & 4 AVE GOWANUS AVE","GREENWOOD CEMETERY GROUNDS RISON 22ND & 4 AVE GOWANUS AVE"
"5112",NA,"PEARL & PLYMOUTH","PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL","PEARL & PLYMOUTH PL"
"5113",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"5114",250,"HUDSON AVE","AVE","250 HUDSON AVE","TWO HUNDRED FIFTY HUDSON AVE","250 HUDSON AVE","TWO HUNDRED FIFTY HUDSON AVE"
"5115",NA,"FLUSHING & CLASSON AVE","AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE"
"5116",NA,"SOUTH & BEEKMAN NYH 32 PROSPECT","ST","SOUTH & BEEKMAN NYH 32 PROSPECT ST","SOUTH & BEEKMAN NYH 32 PROSPECT ST","SOUTH & BEEKMAN NYH 32ND PROSPECT ST","SOUTH & BEEKMAN NYH 32ND PROSPECT ST"
"5117",NA,"FLUSHING AVE OP GRAHAM","AVE","FLUSHING AVE OP GRAHAM AVE","FLUSHING AVE OP GRAHAM AVE","FLUSHING AVE OP GRAHAM AVE","FLUSHING AVE OP GRAHAM AVE"
"5118",NA,"MYRTLE & FRANKLIN AVE","AVE","MYRTLE & FRANKLIN AVE","MYRTLE & FRANKLIN AVE","MYRTLE & FRANKLIN AVE","MYRTLE & FRANKLIN AVE"
"5119",NA,"CARLL & MYRTLE AVE","AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE","CARLL & MYRTLE AVE"
"5120",58,"LAWRENCE","ST","58 LAWRENCE ST","58 LAWRENCE ST","58 LAWRENCE ST","58 LAWRENCE ST"
"5121",NA,"POWERS & STATE","ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST","POWERS & STATE ST"
"5122",NA,"","ST",NA,NA,NA,NA
"5123",NA,"S U N R 261 JOHN","ST","S U N R 261 JOHN ST","S U N R 261 JOHN ST","S U N R 261ST JOHN ST","S U N R 261ST JOHN ST"
"5124",NA,"GEORGE","ST","GEORGE ST","GEORGE ST","GEORGE ST","GEORGE ST"
"5125",NA,"SWEENEY PROPRIETOR","ST","SWEENEY PROPRIETOR ST","SWEENEY PROPRIETOR ST","SWEENEY PROPRIETOR ST","SWEENEY PROPRIETOR ST"
"5126",NA,"BROOKLYN N AND L EXPRESS 84 SCHERMERHORN","ST","BROOKLYN N AND L EXPRESS 84 SCHERMERHORN ST","BROOKLYN N AND L EXPRESS 84 SCHERMERHORN ST","BROOKLYN N AND L EXPRESS 84TH SCHERMERHORN ST","BROOKLYN N AND L EXPRESS 84TH SCHERMERHORN ST"
"5127",NA,"CAR)L B MYRTLE AND WILLOUGHBY","ST","CAR)L B MYRTLE AND WILLOUGHBY ST","CAR)L B MYRTLE AND WILLOUGHBY ST","CAR)L B MYRTLE AND WILLOUGHBY ST","CAR)L B MYRTLE AND WILLOUGHBY ST"
"5128",NA,"SMITH & DEGRAW","ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST","SMITH & DEGRAW ST"
"5129",NA,"ADELPHI & MYRTLE AVE","AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE","ADELPHI & MYRTLE AVE"
"5130",21,"BALTIC","ST","21 BALTIC ST","21 BALTIC ST","21 BALTIC ST","21 BALTIC ST"
"5131",NA,"DE KALB AVE.AND SPENCER","AVE","DE KALB AVE.AND SPENCER AVE","DE KALB AVE.AND SPENCER AVE","DE KALB AVE.AND SPENCER AVE","DE KALB AVE.AND SPENCER AVE"
"5132",NA,"HUDSON AVE & WATER","AVE","HUDSON AVE & WATER AVE","HUDSON AVE & WATER AVE","HUDSON AVE & WATER AVE","HUDSON AVE & WATER AVE"
"5133",NA,"PARK & VANDERBILT AVE","AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE"
"5134",NA,"FRANKLIN & DE KALB AVE","AVE","FRANKLIN & DE KALB AVE","FRANKLIN & DE KALB AVE","FRANKLIN & DE KALB AVE","FRANKLIN & DE KALB AVE"
"5135",NA,"PRESIDENT & COLUMBIA","ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST"
"5136",NA,"PRESIDENT & COLUMBIA","ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST","PRESIDENT & COLUMBIA ST"
"5137",223,"FULTON","ST","223 FULTON ST","223 FULTON ST","223 FULTON ST","223 FULTON ST"
"5138",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"5139",NA,"DUFFIELD & WILLOUGHBY","ST","DUFFIELD & WILLOUGHBY ST","DUFFIELD & WILLOUGHBY ST","DUFFIELD & WILLOUGHBY ST","DUFFIELD & WILLOUGHBY ST"
"5140",NA,"COUNSELLOR AND NOTARY PUBLIC CT OP MYRTLE AVE","AVE","COUNSELLOR AND NOTARY PUBLIC CT OP MYRTLE AVE","COUNSELLOR AND NOTARY PUBLIC CT OP MYRTLE AVE","COUNSELLOR AND NOTARY PUBLIC CT OP MYRTLE AVE","COUNSELLOR AND NOTARY PUBLIC CT OP MYRTLE AVE"
"5141",NA,"FLATBUSH TURNPIKE & NEVINS","ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST","FLATBUSH TURNPIKE & NEVINS ST"
"5142",NA,"CLINTON & FULTON AVE","AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE"
"5143",NA,"MYRTLE AVE & STEUBEN","ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST"
"5144",NA,"MKENNY & POPLAR S T STOOKE PROPRIETOR","ST","MKENNY & POPLAR S T STOOKE PROPRIETOR ST","MKENNY & POPLAR S T STOOKE PROPRIETOR ST","MKENNY & POPLAR S T STOOKE PROPRIETOR ST","MKENNY & POPLAR S T STOOKE PROPRIETOR ST"
"5145",NA,"CLASSON & FLUSHING AVE","AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE"
"5146",NA,"FULTON MARKET NYH 113 COUCORD","ST","FULTON MARKET NYH 113 COUCORD ST","FULTON MARKET NYH 113 COUCORD ST","FULTON MARKET NYH 113TH COUCORD ST","FULTON MARKET NYH 113TH COUCORD ST"
"5147",NA,"BOERUM & PACIFIC","ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST","BOERUM & PACIFIC ST"
"5148",NA,"SAWYER261 JOHN","ST","SAWYER261 JOHN ST","SAWYER261 JOHN ST","SAWYER261ST JOHN ST","SAWYER261ST JOHN ST"
"5149",NA,"CARLL & WILLOUGHBY","ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST"
"5150",NA,"DOCK & WATER","ST","DOCK & WATER ST","DOCK & WATER ST","DOCK & WATER ST","DOCK & WATER ST"
"5151",NA,"N YH 22 UNION PL","PL","N YH 22 UNION PL","N YH 22 UNION PL","N YH 22ND UNION PL","N YH 22ND UNION PL"
