Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
"196 Broadway, h. 178 Henry",TRUE,H. 178 HENRY,178,HENRY,,196 Broadway,196,Broadway,,start with h,178,HENRY,,,,,,,,,,,,,,,,
h. 22 E. 14th,TRUE,H. 22 E. 14TH,22,E. 14TH,,,,,,start with h,22,E 14,,,TH,,,,,,,,,,,,,
h. 697 Washington,TRUE,H. 697 WASHINGTON,697,WASHINGTON,,,,,,start with h,697,WASHINGTON,,,,,,,,,,,,,,,,
h. 42 Scammel,TRUE,H. 42 SCAMMEL,42,SCAMMEL,,,,,,start with h,42,SCAMMEL,,,,,,,,,,,,,,,,
"233 Water, h. Peekskill , N. Y.",TRUE,"H. PEEKSKILL , N. Y.",,,"PEEKSKILL , N. Y.",233 Water,233,Water,,start with h,,,PEEKSKILL,,", N. Y.",,,,,,,,,,,,,
h. 146 Franklin,TRUE,H. 146 FRANKLIN,146,FRANKLIN,,,,,,start with h,146,FRANKLIN,,,,,,,,,,,,,,,,
"86 Clinton, h. 86 Clinton",TRUE,H. 86 CLINTON,86,CLINTON,,86 Clinton,86,Clinton,,start with h,86,CLINTON,,,,,,,,,,,,,,,,
h. 135 Charles,TRUE,H. 135 CHARLES,135,CHARLES,,,,,,start with h,135,CHARLES,,,,,,,,,,,,,,,,
h. 14 Abingdon place,TRUE,H. 14 ABINGDON PLACE,14,ABINGDON PLACE,,,,,,start with h,,14,,,ABINGDON PLACE,,,,,,,,,,,,,
h. W. 27th n. Av 9,TRUE,H. W. 27TH N. AV 9,,,W. 27TH N. AV 9,,,,,start with h,,,,,TN. AV,W 27,9,near,,,,,,,,,,
h. 95 Madison,TRUE,H. 95 MADISON,95,MADISON,,,,,,start with h,95,MADISON,,,,,,,,,,,,,,,,
"5 Hall Records, h. 58 Washington place",TRUE,H. 58 WASHINGTON PLACE,58,WASHINGTON PLACE,,5 Hall Records,5,Hall Records,,start with h,58,WASHINGTON PL,,,ACE,,,,,,,,,,,,,
h. Jersey City -,TRUE,H. JERSEY CITY ,,,JERSEY CITY -,,,,,start with h,,,JERSEY CITY,,,,,,,,,,,,,,,
"147 Maiden lane, h. 121 Greene",TRUE,H. 121 GREENE,121,GREENE,,147 Maiden lane,147,Maiden lane,,start with h,121,GREENE,,,,,,,,,,,,,,,,
"92 West, h. 58 W. Washington place",TRUE,H. 58 W. WASHINGTON PLACE,58,W. WASHINGTON PLACE,,92 West,92,West,,start with h,58,W WASHINGTON PL,,,ACE,,,,,,,,,,,,,
"93 Pine, h. 58 West Washington place",TRUE,H. 58 WEST WASHINGTON PLACE,58,WEST WASHINGTON PLACE,,93 Pine,93,Pine,,start with h,58,WASHINGTON PL,,,WEST ACE,,,,,,,,,,,,,
"377 West, h. 829 Greenwich",TRUE,H. 829 GREENWICH,829,GREENWICH,,377 West,377,West,,start with h,829,GREENWICH,,,,,,,,,,,,,,,,
"147 Maiden lane, h. 122 Greene",TRUE,H. 122 GREENE,122,GREENE,,147 Maiden lane,147,Maiden lane,,start with h,122,GREENE,,,,,,,,,,,,,,,,
"55 Madison, h. 55 Madison",TRUE,H. 55 MADISON,55,MADISON,,55 Madison,55,Madison,,start with h,55,MADISON,,,,,,,,,,,,,,,,
h. 140 Delancy,TRUE,H. 140 DELANCY,140,DELANCY,,,,,,start with h,,140,,,DELANCY,,,,,,,,,,,,,
134 Greenwich Av. h. 180 W. 15th,Assume,134 GREENWICH AV. H. 180 W. 15TH,134,GREENWICH AV. H. 180 W. 15TH,,,,,,h in between,180,W 15,,,TH,,,,,134,GREENWICH,,,,,,AV,
"112 Warren, h. 146 Chambers",TRUE,H. 146 CHAMBERS,146,CHAMBERS,,112 Warren,112,Warren,,start with h,146,CHAMBERS,,,,,,,,,,,,,,,,
h. Brooklyn,TRUE,H. BROOKLYN,,,,,,,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"114 Broad, h. 59 Livingston , Brooklyn",TRUE,"H. 59 LIVINGSTON , BROOKLYN",59,"LIVINGSTON ,",BROOKLYN,114 Broad,114,Broad,,start with h,59,LIVINGSTON,BROOKLYN,,",",,,,,,,,,,,,,
"merchant 259 Pearl, h. 122 Hick3 , Brooklyn",TRUE,"H. 122 HICK3 , BROOKLYN",122,"HICK3 ,",BROOKLYN,merchant 259 Pearl,259,Pearl,,start with h,122,3,BROOKLYN,,"HICK ,",,,,,,,,,,,,,
"114 Broad, h. 56 Livingston , Brooklyn",TRUE,"H. 56 LIVINGSTON , BROOKLYN",56,"LIVINGSTON ,",BROOKLYN,114 Broad,114,Broad,,start with h,56,LIVINGSTON,BROOKLYN,,",",,,,,,,,,,,,,
"5 Coenties slip, h. Brooklyn",TRUE,H. BROOKLYN,,,,5 Coenties slip,5,Coenties slip,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
h. 91 Av. C,TRUE,H. 91 AV. C,91,AV. C,,,,,,start with h,91,AV C,,,,,,,,,,,,,,,,
"19 Cortlandt, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,19 Cortlandt,19,Cortlandt,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
h. 115 Second,TRUE,H. 115 2ND,115,SECOND,,,,,,start with h,115,2,,,ND,,,,,,,,,,,,,
"5 Coenties slip, h. Brooklyn",TRUE,H. BROOKLYN,,,,5 Coenties slip,5,Coenties slip,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"82 Broad, h. Astoria 8OUTTER , SYMINGTON & ROBINSON, 82 Broad",TRUE,"H. ASTORIA 8OUTTER , SYMINGTON & ROBINSON",,,"ASTORIA 8OUTTER , SYMINGTON & ROBINSON",82 Broad,82,Broad,,start with h,,ROBINSON,ASTORIA,,"8OUTTER , SYMINGTON &",,,,,,,,,,,,,
h. 220 Cherry,TRUE,H. 220 CHERRY,220,CHERRY,,,,,,start with h,220,CHERRY,,,,,,,,,,,,,,,,
"248 Washington, h. 10 Charlton",TRUE,H. 10 CHARLTON,10,CHARLTON,,248 Washington,248,Washington,,start with h,10,CHARLTON,,,,,,,,,,,,,,,,
"347 Hudson & 330 Spring, h. 347 Hudson",TRUE,H. 347 HUDSON,347,HUDSON,,347 Hudson & 330 Spring,347,Hudson & 330 Spring,,start with h,347,HUDSON,,,,,,,,,,,,,,,,
h. 172 Attorney,TRUE,H. 172 ATTORNEY,172,ATTORNEY,,,,,,start with h,172,ATTORNEY,,,,,,,,,,,,,,,,
"76 Grand, h. 76 Grand",TRUE,H. 76 GRAND,76,GRAND,,76 Grand,76,Grand,,start with h,76,GRAND,,,,,,,,,,,,,,,,
"56 West, h. 78 G.wich",TRUE,H. 78 G.WICH,78,G.WICH,,56 West,56,West,,start with h,,78,,,G.WICH,,,,,,,,,,,,,
h. 206 Mulberry,TRUE,H. 206 MULBERRY,206,MULBERRY,,,,,,start with h,206,MULBERRY,,,,,,,,,,,,,,,,
h. 94 King,TRUE,H. 94 KING,94,KING,,,,,,start with h,94,KING,,,,,,,,,,,,,,,,
h. 269 Elizabeth,TRUE,H. 269 ELIZABETH,269,ELIZABETH,,,,,,start with h,269,ELIZABETH,,,,,,,,,,,,,,,,
"340 West, h. 611 WashÃ¢ÂÂton",TRUE,H. 611 WASHÃÂÂTON,611,WASHÃÂÂTON,,340 West,340,West,,start with h,611,ASH,,,WÃÂÂTON,,,,,,,,,,,,,
"17 Pearl, h. Brooklyn",TRUE,H. BROOKLYN,,,,17 Pearl,17,Pearl,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"341 West, h. 575 WashÃ¢ÂÂton",TRUE,H. 575 WASHÃÂÂTON,575,WASHÃÂÂTON,,341 West,341,West,,start with h,575,ASH,,,WÃÂÂTON,,,,,,,,,,,,,
"277 Pearl, h. U. S. hotel",TRUE,H. U. S. HOTEL,,,U. S. HOTEL,277 Pearl,277,Pearl,,start with h,,,,,U. S. HOTEL,,,,,,,,,,,,,
"341 West, h. 160 Christopher",TRUE,H. 160 CHRISTOPHER,160,CHRISTOPHER,,341 West,341,West,,start with h,160,CHRISTOPHER,,,,,,,,,,,,,,,,
"340 West, h. 160 Christopher",TRUE,H. 160 CHRISTOPHER,160,CHRISTOPHER,,340 West,340,West,,start with h,160,CHRISTOPHER,,,,,,,,,,,,,,,,
"W. 33d n. Av. 6, h. W. 33d n. Av. 6",TRUE,H. W. 33D N. AV. 6,,,W. 33D N. AV. 6,W. 33d n. Av. 6,,,W. 33d n. Av. 6,start with h,,,,,D N. AV,W 33,6,near,,,,,,,,,,
h. 39 Pearl,TRUE,H. 39 PEARL,39,PEARL,,,,,,start with h,39,PEARL,,,,,,,,,,,,,,,,
h. 506 Grand,TRUE,H. 506 GRAND,506,GRAND,,,,,,start with h,506,GRAND,,,,,,,,,,,,,,,,
"1 James slip & 40 Av. D, h. 40 Av. D",TRUE,H. 40 AV. D,40,AV. D,,1 James slip & 40 Av. D,1,James slip & 40 Av. D,,start with h,40,AV D,,,,,,,,,,,,,,,,
"Av. 8 c. W. 41st, h. Av. 8 c. W. 41st",TRUE,H. AV. 8 C. W. 41ST,8,C. W. 41ST,,Av. 8 c. W. 41st,8,c. W. 41st,,start with h,8,AV C,,,AV  C. W 41ST,,,,,,,,,,,,,
"184 Water , & 130 William, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,"184 Water , & 130 William",184,"Water , & 130 William",,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
"28 MerchantsÃ¢ÂÂExchange, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,28 MerchantsÃ¢ÂÂExchange,28,MerchantsÃ¢ÂÂExchange,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
"392 Av. 3, h. 392 Av. 3",TRUE,H. 392 AV. 3,392,AV. 3,,392 Av. 3,392,Av. 3,,start with h,392,3,,,92 AV,,,,,,,,,,,,,
"205 & 207 Franklin, h. 118 Leonard",TRUE,H. 118 LEONARD,118,LEONARD,,205 & 207 Franklin,205,& 207 Franklin,,start with h,,118,LEON,,ARD,,,,,,,,,,,,,
"39.5 Vesey, h. 39.5 Vesey",TRUE,H. 39.5 VESEY,,,39.5 VESEY,39.5 Vesey,,,39.5 Vesey,start with h,39,VESEY,,,,,,,39.5,,,,,,,,,
"52 John, h. Williamsburg",TRUE,H. WILLIAMSBURG,,,,52 John,52,John,,start with h,,,WILLIAMSBURG,,,,,,,,,,,,,,,
h. 55 Monroe,TRUE,H. 55 MONROE,55,MONROE,,,,,,start with h,55,MONROE,,,,,,,,,,,,,,,,
"1 Av. B, h. 17 Clinton",TRUE,H. 17 CLINTON,17,CLINTON,,1 Av. B,1,Av. B,,start with h,17,CLINTON,,,,,,,,,,,,,,,,
h. W. 29th n. Av. 6,TRUE,H. W. 29TH N. AV. 6,,,W. 29TH N. AV. 6,,,,,start with h,,,,,TN. AV,W 29,6,near,,,,,,,,,,
"129 Av. 1, h. 77 Seventh",TRUE,H. 77 7TH,77,SEVENTH,,129 Av. 1,129,Av. 1,,start with h,77,7,,,TH,,,,,,,,,,,,,
"88 WaH, h. 85 Hester 2 SPE",TRUE,H. 85 HESTER 2 SPE,85,HESTER 2 SPE,,88 WaH,88,WaH,,start with h,85,HESTER,,,2 SPE,,,,,,,,,,,,,
"W. 21st c. Av. 6, h W 21st c. Av. 6",TRUE,H W 21ST C. AV. 6,,,W 21ST C. AV. 6,W. 21st c. Av. 6,,,W. 21st c. Av. 6,start with h,,,,,ST C. AV,W 21,6,corner,,,,,,,,,,
"20 Duane, h. 48 Franklin",TRUE,H. 48 FRANKLIN,48,FRANKLIN,,20 Duane,20,Duane,,start with h,48,FRANKLIN,,,,,,,,,,,,,,,,
89 Lexington Av. h. 89 Lexington Av.,Assume,89 LEXINGTON AV. H. 89 LEXINGTON AV.,89,LEXINGTON AV. H. 89 LEXINGTON AV.,,,,,,h in between,89,LEXINGTON,,,AV,,,,,89,LEXINGTON,,,,,,AV,
W. 36th n. Av 9 h W 36th n. Av. 9 .Ã¢ÂÂ-w.,Assume,W. 36TH N. AV 9 H W 36TH N. AV. 9 .ÃÂÂW.,,,W. 36TH N. AV 9 H W 36TH N. AV. 9 .ÃÂÂ-W.,,,,,h in between,,,,,TN. AV  .ÃÂÂW,W 36,9,near,,,,W 36,9,near,,,TH N. AV,
89 Lexington Av. h. 89 Lexington Av.,Assume,89 LEXINGTON AV. H. 89 LEXINGTON AV.,89,LEXINGTON AV. H. 89 LEXINGTON AV.,,,,,,h in between,89,LEXINGTON,,,AV,,,,,89,LEXINGTON,,,,,,AV,
"6 Wall, h. 118 Leonard",TRUE,H. 118 LEONARD,118,LEONARD,,6 Wall,6,Wall,,start with h,,118,LEON,,ARD,,,,,,,,,,,,,
"264 Elizabeth, h. 2G1 Elizabeth",TRUE,H. 2G1 ELIZABETH,,,2G1 ELIZABETH,264 Elizabeth,264,Elizabeth,,start with h,,ELIZABETH,,,2G1,,,,,,,,,,,,,
"240 Front, h. 242 Seventh",TRUE,H. 242 7TH,242,SEVENTH,,240 Front,240,Front,,start with h,242,7,,,TH,,,,,,,,,,,,,
"240 Front, h. 200 Seventh",TRUE,H. 200 7TH,200,SEVENTH,,240 Front,240,Front,,start with h,200,7,,,TH,,,,,,,,,,,,,
"176.5 South, h. W.illiamsburg",TRUE,H. W.ILLIAMSBURG,,,,176.5 South,,,176.5 South,start with h,,WILLIAM,,,SBURG,,,,,,,,,,,,,
"W. 29th n. Av. 11, h. W. 29th n. Av. 11",TRUE,H. W. 29TH N. AV. 11,,,W. 29TH N. AV. 11,W. 29th n. Av. 11,,,W. 29th n. Av. 11,start with h,,,,,TN. AV,W 29,11,near,,,,,,,,,,
"113 Av. 9, h. 113 Av.9",TRUE,H. 113 AV.9,113,AV.9,,113 Av. 9,113,Av. 9,,start with h,113,9,,,AV,,,,,,,,,,,,,
"167 Av. 8, h. W.. 19th n. Av. 8",TRUE,H. W.. 19TH N. AV. 8,,,W.. 19TH N. AV. 8,167 Av. 8,167,Av. 8,,start with h,,,,,W. 19TN. AV,W 19,8,near,,,,,,,,,,
"82 Wall, h. 244 W. 20th",TRUE,H. 244 W. 20TH,244,W. 20TH,,82 Wall,82,Wall,,start with h,244,W 20,,,TH,,,,,,,,,,,,,
"60 Wall, h. Staten Island",TRUE,H. STATEN ISLAND,,,STATEN ISLAND,60 Wall,60,Wall,,start with h,,,STATEN ISLAND,,,,,,,,,,,,,,,
"66 Liberty, h. Brooklyn",TRUE,H. BROOKLYN,,,,66 Liberty,66,Liberty,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"60 Wall, h. 75 E. 19th",TRUE,H. 75 E. 19TH,75,E. 19TH,,60 Wall,60,Wall,,start with h,75,E 19,,,TH,,,,,,,,,,,,,
"22 Albany, h. 2a Fourth",TRUE,H. 2A 4TH,,,2A FOURTH,22 Albany,22,Albany,,start with h,,2,,,A 4TH,,,,,,,,,,,,,
"78 Wall, h. 89 Willow , Brkln",TRUE,"H. 89 WILLOW , BRKLN",89,"WILLOW , BRKLN",,78 Wall,78,Wall,,start with h,89,WILLOW,,,", BRKLN",,,,,,,,,,,,,
h. 288 Sixth,TRUE,H. 288 6TH,288,SIXTH,,,,,,start with h,288,6,,,TH,,,,,,,,,,,,,
"183 William, h. 590 Grand",TRUE,H. 590 GRAND,590,GRAND,,183 William,183,William,,start with h,590,GRAND,,,,,,,,,,,,,,,,
"43 Rose, h. 43 Rose",TRUE,H. 43 ROSE,43,ROSE,,43 Rose,43,Rose,,start with h,43,ROSE,,,,,,,,,,,,,,,,
44 Exchange pl. h. N. Utrecht,Assume,44 EXCHANGE PL. H. N. UTRECHT,44,EXCHANGE PL. H. N. UTRECHT,,,,,,h in between,,,,,N. UTRECHT,,,,,44,EXCHANGE PL,,,,,,.,
h. 33 Second,TRUE,H. 33 2ND,33,SECOND,,,,,,start with h,33,2,,,ND,,,,,,,,,,,,,
"105 Water, h. Brooklyn",TRUE,H. BROOKLYN,,,,105 Water,105,Water,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
h. 7 Factory,TRUE,H. 7 FACTORY,7,FACTORY,,,,,,start with h,7,CT,,,FAORY,,,,,,,,,,,,,
h. 1W W. llth,TRUE,H. 1W W. LLTH,,,1W W. LLTH,,,,,start with h,,1,,,W W LLTH,,,,,,,,,,,,,
"7 Depeyster, h. 17*' Adams , Brooklyn",TRUE,"H. 17*' ADAMS , BROOKLYN",,,"17*' ADAMS , BROOKLYN",7 Depeyster,7,Depeyster,,start with h,,ADAMS,BROOKLYN,,"17*'  ,",,,,,,,,,,,,,
"96 Pine, h. 88 Willow , Brooklyn",TRUE,"H. 88 WILLOW , BROOKLYN",88,"WILLOW ,",BROOKLYN,96 Pine,96,Pine,,start with h,88,WILLOW,BROOKLYN,,",",,,,,,,,,,,,,
"96 Pine, h. 90 Willow , Brooklyn",TRUE,"H. 90 WILLOW , BROOKLYN",90,"WILLOW ,",BROOKLYN,96 Pine,96,Pine,,start with h,90,WILLOW,BROOKLYN,,",",,,,,,,,,,,,,
h. 265 Seventh,TRUE,H. 265 7TH,265,SEVENTH,,,,,,start with h,265,7,,,TH,,,,,,,,,,,,,
"83 Cedar, h. 141 Hicks , Brooklyn",TRUE,"H. 141 HICKS , BROOKLYN",141,"HICKS ,",BROOKLYN,83 Cedar,83,Cedar,,start with h,141,HICKS,BROOKLYN,,",",,,,,,,,,,,,,
h. 82 First,TRUE,H. 82 1ST,82,FIRST,,,,,,start with h,82,1,,,ST,,,,,,,,,,,,,
"617 Hudson, h. W. 21st b. Avs. 7 & 8",TRUE,H. W. 21ST B. AVS. 7 & 8,,,W. 21ST B. AVS. 7 & 8,617 Hudson,617,Hudson,,start with h,,W 21,,,ST B. AVS. 7 & 8,,,,,,,,,,,,,
h. 614 Hudson,TRUE,H. 614 HUDSON,614,HUDSON,,,,,,start with h,614,HUDSON,,,,,,,,,,,,,,,,
h. 4.5 Suffolk,TRUE,H. 4.5 SUFFOLK,,,4.5 SUFFOLK,,,,,start with h,4,SUFFOLK,,,,,,,4.5,,,,,,,,,
137 Greenwich Av. h. 1 Horatio,Assume,137 GREENWICH AV. H. 1 HORATIO,137,GREENWICH AV. H. 1 HORATIO,,,,,,h in between,1,HORATIO,,,,,,,,137,GREENWICH,,,,,,AV,
h. 646 Water,TRUE,H. 646 WATER,646,WATER,,,,,,start with h,646,WATER,,,,,,,,,,,,,,,,
"2 Maiden la. & 170 Broadway, h. 28 Wyckoff' , Brooklyn",TRUE,"H. 28 WYCKOFF' , BROOKLYN",28,"WYCKOFF' ,",BROOKLYN,2 Maiden la. & 170 Broadway,2,Maiden la. & 170 Broadway,,start with h,28,WYCKOFF,BROOKLYN,,"' ,",,,,,,,,,,,,,
"67 Bowery, h. 107 Forsyth",TRUE,H. 107 FORSYTH,107,FORSYTH,,67 Bowery,67,Bowery,,start with h,107,FORSYTH,,,,,,,,,,,,,,,,
"32 Liberty, h. Brooklyn",TRUE,H. BROOKLYN,,,,32 Liberty,32,Liberty,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"111 Wall, h. 26 G.wich",TRUE,H. 26 G.WICH,26,G.WICH,,111 Wall,111,Wall,,start with h,,26,,,G.WICH,,,,,,,,,,,,,
h. West Farms,TRUE,H. WEST FARMS,,,WEST FARMS,,,,,start with h,,,WEST FARMS,,,,,,,,,,,,,,,
h. 55 Ludlow,TRUE,H. 55 LUDLOW,55,LUDLOW,,,,,,start with h,55,LUDLOW,,,,,,,,,,,,,,,,
h. 148 Forsyth,TRUE,H. 148 FORSYTH,148,FORSYTH,,,,,,start with h,148,FORSYTH,,,,,,,,,,,,,,,,
"58 Cedar, h. 59 Murray",TRUE,H. 59 MURRAY,59,MURRAY,,58 Cedar,58,Cedar,,start with h,59,MURRAY,,,,,,,,,,,,,,,,
"70.5 Bowery, h. 70.5 Bowery",TRUE,H. 70.5 BOWERY,,,70.5 BOWERY,70.5 Bowery,,,70.5 Bowery,start with h,70,BOWERY,,,,,,,70.5,,,,,,,,,
"123 Walker, h. 123 Walker",TRUE,H. 123 WALKER,123,WALKER,,123 Walker,123,Walker,,start with h,123,WALKER,,,,,,,,,,,,,,,,
"23 Water, h. Brooklyn",TRUE,H. BROOKLYN,,,,23 Water,23,Water,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"123 Walker, h. 123 Walkr",TRUE,H. 123 WALKR,123,WALKR,,123 Walker,123,Walker,,start with h,,123,,,WALKR,,,,,,,,,,,,,
"88 Front, h. 125 Fourth",TRUE,H. 125 4TH,125,FOURTH,,88 Front,88,Front,,start with h,125,4,,,TH,,,,,,,,,,,,,
h. 604 Washington,TRUE,H. 604 WASHINGTON,604,WASHINGTON,,,,,,start with h,604,WASHINGTON,,,,,,,,,,,,,,,,
"1 Ann, h. 60 WashÃ¢ÂÂton",TRUE,H. 60 WASHÃÂÂTON,60,WASHÃÂÂTON,,1 Ann,1,Ann,,start with h,60,ASH,,,WÃÂÂTON,,,,,,,,,,,,,
"84 Maiden lane, h. 1 Columbia , Brooklyn",TRUE,"H. 1 COLUMBIA , BROOKLYN",1,"COLUMBIA ,",BROOKLYN,84 Maiden lane,84,Maiden lane,,start with h,1,COLUMBIA,BROOKLYN,,",",,,,,,,,,,,,,
h. 313 Bowery,TRUE,H. 313 BOWERY,313,BOWERY,,,,,,start with h,313,BOWERY,,,,,,,,,,,,,,,,
"6 Broadway, h. 87 Av. 4",TRUE,H. 87 AV. 4,87,AV. 4,,6 Broadway,6,Broadway,,start with h,87,4,,,AV,,,,,,,,,,,,,
"186 Delancy, h. 634 G.wich",TRUE,H. 634 G.WICH,634,G.WICH,,186 Delancy,186,Delancy,,start with h,,634,,,G.WICH,,,,,,,,,,,,,
"13 New, h. 192 Elm",TRUE,H. 192 ELM,192,ELM,,13 New,13,New,,start with h,192,ELM,,,,,,,,,,,,,,,,
"49 Chambers, h. 749 Broadway",TRUE,H. 749 BROADWAY,749,BROADWAY,,49 Chambers,49,Chambers,,start with h,749,BROADWAY,,,,,,,,,,,,,,,,
"Av. 6 c. W. 32d, h. Av. 6 c. W. 32d",TRUE,H. AV. 6 C. W. 32D,6,C. W. 32D,,Av. 6 c. W. 32d,6,c. W. 32d,,start with h,6,W 32,,,AV  C. D,,,,,,,,,,,,,
71 Av. B. h. 71 Av. B,Assume,71 AV. B. H. 71 AV. B,71,AV. B. H. 71 AV. B,,,,,,h in between,71,AV B,,,,,,,,71,AV B,,,,,,.,
"414 Av. 3, h. 414 Av. 3",TRUE,H. 414 AV. 3,414,AV. 3,,414 Av. 3,414,Av. 3,,start with h,414,3,,,AV,,,,,,,,,,,,,
h. 1 E 38th,TRUE,H. 1 E 38TH,1,E 38TH,,,,,,start with h,1,E 38,,,TH,,,,,,,,,,,,,
"2.5 Bowery, h. 2.5 Bowery",TRUE,H. 2.5 BOWERY,,,2.5 BOWERY,2.5 Bowery,,,2.5 Bowery,start with h,2,BOWERY,,,,,,,2.5,,,,,,,,,
"135 Pearl & 88 Beaver, h. 35 Willow , Brooklyn",TRUE,"H. 35 WILLOW , BROOKLYN",35,"WILLOW ,",BROOKLYN,135 Pearl & 88 Beaver,135,Pearl & 88 Beaver,,start with h,35,WILLOW,BROOKLYN,,",",,,,,,,,,,,,,
"295.5 Pearl, h. 6 Grove",TRUE,H. 6 GROVE,6,GROVE,,295.5 Pearl,,,295.5 Pearl,start with h,6,GROVE,,,,,,,,,,,,,,,,
"18 Maiden lane, h. 36 Prospect , Brooklyn",TRUE,"H. 36 PROSPECT , BROOKLYN",36,"PROSPECT ,",BROOKLYN,18 Maiden lane,18,Maiden lane,,start with h,36,PROSPECT,BROOKLYN,,",",,,,,,,,,,,,,
"8 South, h. 272 Ninth",TRUE,H. 272 9TH,272,NINTH,,8 South,8,South,,start with h,272,9,,,TH,,,,,,,,,,,,,
"32d Hudson, h. 79 Vandam",TRUE,H. 79 VANDAM,79,VANDAM,,32d Hudson,,,32d Hudson,start with h,79,VANDAM,,,,,,,,,,,,,,,,
"236 Elizabeth, 157 Walker, h. 236 Elizabeth",Assume, 157 WALKER  H. 236 ELIZABETH,157,WALKER H. 236 ELIZABETH,,236 Elizabeth,236,Elizabeth,,h in between,236,ELIZABETH,,,,,,,,157,WALKER,,,,,,,
"203 Grand, h. 203 Grand",TRUE,H. 203 GRAND,203,GRAND,,203 Grand,203,Grand,,start with h,203,GRAND,,,,,,,,,,,,,,,,
"154 Canal, h. 154 Canal",TRUE,H. 154 CANAL,154,CANAL,,154 Canal,154,Canal,,start with h,154,CANAL,,,,,,,,,,,,,,,,
"256 Fifth, h. 256 Fifth",TRUE,H. 256 5TH,256,FIFTH,,256 Fifth,256,Fifth,,start with h,256,5,,,26 TH,,,,,,,,,,,,,
"24 William, h. 272 Fourth",TRUE,H. 272 4TH,272,FOURTH,,24 William,24,William,,start with h,272,4,,,TH,,,,,,,,,,,,,
"86 West, h. 8 E. 15th",TRUE,H. 8 E. 15TH,8,E. 15TH,,86 West,86,West,,start with h,8,E 15,,,TH,,,,,,,,,,,,,
"72 Allen, h. 78 Orchard",TRUE,H. 78 ORCHARD,78,ORCHARD,,72 Allen,72,Allen,,start with h,78,ORCHARD,,,,,,,,,,,,,,,,
"30S Grand, h. 67 Orchard",TRUE,H. 67 ORCHARD,67,ORCHARD,,30S Grand,,,30S Grand,start with h,67,ORCHARD,,,,,,,,,,,,,,,,
h. 66 First,TRUE,H. 66 1ST,66,FIRST,,,,,,start with h,66,1,,,ST,,,,,,,,,,,,,
"598 Broadway, h. 498 Broome",TRUE,H. 498 BROOME,498,BROOME,,598 Broadway,598,Broadway,,start with h,498,BROOME,,,,,,,,,,,,,,,,
"26 Pine, h. 120 Norfolk",TRUE,H. 120 NORFOLK,120,NORFOLK,,26 Pine,26,Pine,,start with h,120,NORFOLK,,,,,,,,,,,,,,,,
"29 Cedar, h. 186 Delancey",TRUE,H. 186 DELANCEY,186,DELANCEY,,29 Cedar,29,Cedar,,start with h,186,DELANCEY,,,,,,,,,,,,,,,,
"78 Cortlandt, h. Hoboken",TRUE,H. HOBOKEN,,,,78 Cortlandt,78,Cortlandt,,start with h,,,HOBOKEN,,,,,,,,,,,,,,,
"91 Maiden lane, h. 65 Prince",TRUE,H. 65 PRINCE,65,PRINCE,,91 Maiden lane,91,Maiden lane,,start with h,65,PRINCE,,,,,,,,,,,,,,,,
"65 Beaver, h. 161 Henry , Brooklyn",TRUE,"H. 161 HENRY , BROOKLYN",161,"HENRY ,",BROOKLYN,65 Beaver,65,Beaver,,start with h,161,HENRY,BROOKLYN,,",",,,,,,,,,,,,,
91 Maiden la. h. 49 Barclay,Assume,91 MAIDEN LA. H. 49 BARCLAY,91,MAIDEN LA. H. 49 BARCLAY,,,,,,h in between,49,BARCLAY,,,,,,,,91,MAIDEN LA,,,,,,.,
"109 Av. 3, h. 109 Av. 3",TRUE,H. 109 AV. 3,109,AV. 3,,109 Av. 3,109,Av. 3,,start with h,109,3,,,AV,,,,,,,,,,,,,
"103 Cedar, h. 86 Greenwich",TRUE,H. 86 GREENWICH,86,GREENWICH,,103 Cedar,103,Cedar,,start with h,86,GREENWICH,,,,,,,,,,,,,,,,
"68 Broad, h. 326 Madison",TRUE,H. 326 MADISON,326,MADISON,,68 Broad,68,Broad,,start with h,326,MADISON,,,,,,,,,,,,,,,,
"575 Greenwich, h. 575 Greenwich",TRUE,H. 575 GREENWICH,575,GREENWICH,,575 Greenwich,575,Greenwich,,start with h,575,GREENWICH,,,,,,,,,,,,,,,,
