"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"8196",130,"10","ST","130 10 ST","130 10 ST","130 10TH ST","130 10TH ST"
"8197",NA,"165 & R. R. AVE.","AVE","165 & R. R. AVE. AVE","165 & R. R. AVE. AVE","165TH & R. R. AVE. AVE","165TH & R. R. AVE. AVE"
"8198",144,"N 4","ST","144 N 4 ST","144 N 4 ST","144 N 4TH ST","144 N 4TH ST"
"8199",NA,"LEX AVE & E 129","AVE","LEX AVE & E 129 AVE","LEX AVE & E 129 AVE","LEX AVE & E 129TH AVE","LEX AVE & E 129TH AVE"
"8200",NA,"E 71","ST","E 71 ST","E 71 ST","E 71ST ST","E 71ST ST"
"8201",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8202",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"8203",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8204",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"8205",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8206",NA,"LANDING","ST","LANDING ST","LANDING ST","LANDING ST","LANDING ST"
"8207",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"8208",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8209",306,"AVE A","AVE","306 AVE A AVE","THREE HUNDRED SIX AVE A AVE","306 AVE A AVE","THREE HUNDRED SIX AVE A AVE"
"8210",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8211",NA,"8 AVE & W 129","AVE","8 AVE & W 129 AVE","8 AVE & W 129 AVE","8TH AVE & W 129 AVE","8TH AVE & W 129 AVE"
"8212",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8213",NA,"1 AVE & E 91","AVE","1 AVE & E 91 AVE","1 AVE & E 91 AVE","1ST AVE & E 91 AVE","1ST AVE & E 91 AVE"
"8214",305,"E 26","ST","305 E 26 ST","305 E 26 ST","305 E 26TH ST","305 E 26TH ST"
"8215",NA,"143 & BROOK AVE.","AVE","143 & BROOK AVE. AVE","143 & BROOK AVE. AVE","143RD & BROOK AVE. AVE","143RD & BROOK AVE. AVE"
"8216",141,"N 3","ST","141 N 3 ST","141 N 3 ST","141 N 3RD ST","141 N 3RD ST"
"8217",89,"AVE A","AVE","89 AVE A AVE","EIGHTY-NINE AVE A AVE","89 AVE A AVE","EIGHTY-NINE AVE A AVE"
"8218",225,"W 32","ST","225 W 32 ST","225 W 32 ST","225 W 32ND ST","225 W 32ND ST"
"8219",NA,"3 AVE & 140","AVE","3 AVE & 140 AVE","3 AVE & 140 AVE","3RD AVE & 140 AVE","3RD AVE & 140 AVE"
"8220",NA,"489","ST","489 ST","489 ST","489TH ST","489TH ST"
"8221",155,"N 10","ST","155 N 10 ST","155 N 10 ST","155 N 10TH ST","155 N 10TH ST"
"8222",NA,"3 AVE. & E","AVE","3 AVE. & E AVE","3 AVE. & E AVE","3RD AVE. & E AVE","3RD AVE. & E AVE"
"8223",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"8224",NA,"FULTON AVE & 179","AVE","FULTON AVE & 179 AVE","FULTON AVE & 179 AVE","FULTON AVE & 179TH AVE","FULTON AVE & 179TH AVE"
"8225",163,"N 3","ST","163 N 3 ST","163 N 3 ST","163 N 3RD ST","163 N 3RD ST"
"8226",NA,"GA.","ST","GA. ST","GA. ST","GA. ST","GA. ST"
"8227",NA,"BERGEN AVE. & ROSE","AVE","BERGEN AVE. & ROSE AVE","BERGEN AVE. & ROSE AVE","BERGEN AVE. & ROSE AVE","BERGEN AVE. & ROSE AVE"
"8228",NA,"REAR 71.","ST","REAR 71. ST","REAR 71. ST","REAR 71ST. ST","REAR 71ST. ST"
"8229",167,"FULTON","ST","167 FULTON ST","167 FULTON ST","167 FULTON ST","167 FULTON ST"
"8230",NA,"ILL.","ST","ILL. ST","ILL. ST","ILL. ST","ILL. ST"
"8231",NA,"VT.","ST","VT. ST","VT. ST","VT. ST","VT. ST"
"8232",NA,"208 BROADWAY,H. BKLYN","AVE","208 BROADWAY,H. BKLYN AVE","208 BROADWAY,H. BKLYN AVE","208TH BROADWAY,H. BKLYN AVE","208TH BROADWAY,H. BKLYN AVE"
"8233",NA,"VT.","ST","VT. ST","VT. ST","VT. ST","VT. ST"
"8234",NA,"VT.","ST","VT. ST","VT. ST","VT. ST","VT. ST"
"8235",131,"25)","ST","131 25) ST","131 25) ST","131 25TH) ST","131 25TH) ST"
"8236",NA,"VT.","ST","VT. ST","VT. ST","VT. ST","VT. ST"
"8237",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"8238",NA,"MORRIS AVE & 164","AVE","MORRIS AVE & 164 AVE","MORRIS AVE & 164 AVE","MORRIS AVE & 164TH AVE","MORRIS AVE & 164TH AVE"
"8239",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8240",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"8241",655,"10","ST","655 10 ST","655 10 ST","655 10TH ST","655 10TH ST"
"8242",NA,"W REAR 109 & 10 AVE.","AVE","W REAR 109 & 10 AVE. AVE","W REAR 109 & 10 AVE. AVE","W REAR 109TH & 10 AVE. AVE","W REAR 109TH & 10 AVE. AVE"
"8243",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8244",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"8245",153,"ELTON","ST","153 ELTON ST","153 ELTON ST","153 ELTON ST","153 ELTON ST"
"8246",3,"E 55","ST","3 E 55 ST","3 E 55 ST","3 E 55TH ST","3 E 55TH ST"
"8247",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8248",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8249",NA,"RONDOUT","ST","RONDOUT ST","RONDOUT ST","RONDOUT ST","RONDOUT ST"
"8250",152,"COURTLAND","ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST"
"8251",NA,"ENG.","ST","ENG. ST","ENG. ST","ENG. ST","ENG. ST"
"8252",NA,"4 AVE & E 73","AVE","4 AVE & E 73 AVE","4 AVE & E 73 AVE","4TH AVE & E 73 AVE","4TH AVE & E 73 AVE"
"8253",150,"COURTLAND","ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST"
"8254",NA,"256 WEST AND E 300 4,H. BKLYN","ST","256 WEST AND E 300 4,H. BKLYN ST","256 WEST AND E 300 4,H. BKLYN ST","256TH WEST AND E 300 4,H. BKLYN ST","256TH WEST AND E 300 4,H. BKLYN ST"
"8255",NA,"144 & WILLIS AVE.","AVE","144 & WILLIS AVE. AVE","144 & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE","144TH & WILLIS AVE. AVE"
"8256",NA,"FI.","ST","FI. ST","FI. ST","FI. ST","FI. ST"
"8257",NA,"MD.","ST","MD. ST","MD. ST","MD. ST","MD. ST"
"8258",NA,"TEXAS","ST","TEXAS ST","TEXAS ST","TEXAS ST","TEXAS ST"
"8259",NA,"AVE A & E 119","AVE","AVE A & E 119 AVE","AVE A & E 119 AVE","AVE A & E 119TH AVE","AVE A & E 119TH AVE"
"8260",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8261",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8262",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8263",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8264",NA,"60   ,","ST","60   , ST","60   , ST","60TH   , ST","60TH   , ST"
"8265",NA,"D. C.","ST","D. C. ST","D. C. ST","D. C. ST","D. C. ST"
"8266",NA,"BROOME & PITT","ST","BROOME & PITT ST","BROOME & PITT ST","BROOME & PITT ST","BROOME & PITT ST"
"8267",109,"N 10","ST","109 N 10 ST","109 N 10 ST","109 N 10TH ST","109 N 10TH ST"
"8268",NA,"VILLA PL & 166","PL","VILLA PL & 166 PL","VILLA PL & 166 PL","VILLA PL & 166TH PL","VILLA PL & 166TH PL"
"8269",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"8270",NA,"PARK AVE & E 74","AVE","PARK AVE & E 74 AVE","PARK AVE & E 74 AVE","PARK AVE & E 74TH AVE","PARK AVE & E 74TH AVE"
"8271",NA,"IOS","ST","IOS ST","IOS ST","IOS ST","IOS ST"
"8272",153,"COURTLAND","ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST","153 COURTLAND ST"
"8273",158,"10","ST","158 10 ST","158 10 ST","158 10TH ST","158 10TH ST"
"8274",2,"BIBLE","ST","2 BIBLE ST","2 BIBLE ST","2 BIBLE ST","2 BIBLE ST"
"8275",657,"9","ST","657 9 ST","657 9 ST","657 9TH ST","657 9TH ST"
"8276",NA,"HUD","ST","HUD ST","HUD ST","HUD ST","HUD ST"
"8277",NA,"S.  ,","ST","S.  , ST","S.  , ST","S.  , ST","S.  , ST"
"8278",NA,"8 AVE & W 116","AVE","8 AVE & W 116 AVE","8 AVE & W 116 AVE","8TH AVE & W 116 AVE","8TH AVE & W 116 AVE"
"8279",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8280",NA,"3 AVE & 140","AVE","3 AVE & 140 AVE","3 AVE & 140 AVE","3RD AVE & 140 AVE","3RD AVE & 140 AVE"
"8281",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"8282",NA,"N. J  ,","ST","N. J  , ST","N. J  , ST","N. J  , ST","N. J  , ST"
"8283",NA,"LEX AVE & E 66","AVE","LEX AVE & E 66 AVE","LEX AVE & E 66 AVE","LEX AVE & E 66TH AVE","LEX AVE & E 66TH AVE"
"8284",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"8285",2,"IS)O ND","ST","2 IS)O ND ST","2 IS)O ND ST","2 IS)O ND ST","2 IS)O ND ST"
"8286",NA,"135 & WILLIS AVE.","AVE","135 & WILLIS AVE. AVE","135 & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE"
"8287",NA,"135 & WILLIS AVE.","AVE","135 & WILLIS AVE. AVE","135 & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE"
"8288",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"8289",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8290",119,"SCCOND","ST","119 SCCOND ST","119 SCCOND ST","119 SCCOND ST","119 SCCOND ST"
"8291",163,"N 3","ST","163 N 3 ST","163 N 3 ST","163 N 3RD ST","163 N 3RD ST"
"8292",NA,"DOBBS","ST","DOBBS ST","DOBBS ST","DOBBS ST","DOBBS ST"
"8293",NA,"9 AVE & W 90","AVE","9 AVE & W 90 AVE","9 AVE & W 90 AVE","9TH AVE & W 90 AVE","9TH AVE & W 90 AVE"
"8294",NA,"BREVOORT","ST","BREVOORT ST","BREVOORT ST","BREVOORT ST","BREVOORT ST"
"8295",NA,"8 AVE & W 120","AVE","8 AVE & W 120 AVE","8 AVE & W 120 AVE","8TH AVE & W 120 AVE","8TH AVE & W 120 AVE"
"8296",NA,"8 AVE & W 120","AVE","8 AVE & W 120 AVE","8 AVE & W 120 AVE","8TH AVE & W 120 AVE","8TH AVE & W 120 AVE"
"8297",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8298",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8299",NA,"3 AVE & 143","AVE","3 AVE & 143 AVE","3 AVE & 143 AVE","3RD AVE & 143 AVE","3RD AVE & 143 AVE"
"8300",NA,"164 & R. R. AVE.","AVE","164 & R. R. AVE. AVE","164 & R. R. AVE. AVE","164TH & R. R. AVE. AVE","164TH & R. R. AVE. AVE"
"8301",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8302",625,"6","ST","625 6 ST","625 6 ST","625 6TH ST","625 6TH ST"
"8303",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"8304",NA,"3 AVE & 144","AVE","3 AVE & 144 AVE","3 AVE & 144 AVE","3RD AVE & 144 AVE","3RD AVE & 144 AVE"
"8305",753,"LEX. AVE","AVE","753 LEX. AVE","SEVEN HUNDRED FIFTY-THREE LEX. AVE","753 LEX. AVE","SEVEN HUNDRED FIFTY-THREE LEX. AVE"
"8306",NA,"10 AVE & W 61","AVE","10 AVE & W 61 AVE","10 AVE & W 61 AVE","10TH AVE & W 61 AVE","10TH AVE & W 61 AVE"
"8307",NA,"AVE A & E 77","AVE","AVE A & E 77 AVE","AVE A & E 77 AVE","AVE A & E 77TH AVE","AVE A & E 77TH AVE"
"8308",NA,"CONCORD AVE. & CLIFF","AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE","CONCORD AVE. & CLIFF AVE"
"8309",NA,"10 AVE. & W","AVE","10 AVE. & W AVE","10 AVE. & W AVE","10TH AVE. & W AVE","10TH AVE. & W AVE"
"8310",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"8311",135,"N 3","ST","135 N 3 ST","135 N 3 ST","135 N 3RD ST","135 N 3RD ST"
"8312",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8313",NA,"W 163 & TWELH","ST","W 163 & TWELH ST","W 163 & TWELH ST","W 163RD & TWELH ST","W 163RD & TWELH ST"
"8314",81,"N 9","ST","81 N 9 ST","81 N 9 ST","81 N 9TH ST","81 N 9TH ST"
"8315",NA,"WILLIS AVE & 143","AVE","WILLIS AVE & 143 AVE","WILLIS AVE & 143 AVE","WILLIS AVE & 143RD AVE","WILLIS AVE & 143RD AVE"
"8316",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"8317",156,"N 10","ST","156 N 10 ST","156 N 10 ST","156 N 10TH ST","156 N 10TH ST"
"8318",NA,"3 AVE & 169","AVE","3 AVE & 169 AVE","3 AVE & 169 AVE","3RD AVE & 169 AVE","3RD AVE & 169 AVE"
"8319",NA,"BERGEN AVE & 150","AVE","BERGEN AVE & 150 AVE","BERGEN AVE & 150 AVE","BERGEN AVE & 150TH AVE","BERGEN AVE & 150TH AVE"
"8320",NA,"8 AVE & W 125","AVE","8 AVE & W 125 AVE","8 AVE & W 125 AVE","8TH AVE & W 125 AVE","8TH AVE & W 125 AVE"
"8321",NA,"CANADA","ST","CANADA ST","CANADA ST","CANADA ST","CANADA ST"
"8322",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"8323",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8324",155,"ELTON","ST","155 ELTON ST","155 ELTON ST","155 ELTON ST","155 ELTON ST"
"8325",152,"COURTLAND","ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST","152 COURTLAND ST"
"8326",146,"MOTT","ST","146 MOTT ST","146 MOTT ST","146 MOTT ST","146 MOTT ST"
"8327",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"8328",NA,"FRANKLIN AVE & 168","AVE","FRANKLIN AVE & 168 AVE","FRANKLIN AVE & 168 AVE","FRANKLIN AVE & 168TH AVE","FRANKLIN AVE & 168TH AVE"
"8329",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"8330",238,"W 32","ST","238 W 32 ST","238 W 32 ST","238 W 32ND ST","238 W 32ND ST"
"8331",NA,"HOFFMAN","ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST"
"8332",NA,"CHICOPEE  , MASS.","ST","CHICOPEE  , MASS. ST","CHICOPEE  , MASS. ST","CHICOPEE  , MASS. ST","CHICOPEE  , MASS. ST"
"8333",172,"ASH","ST","172 ASH ST","172 ASH ST","172 ASH ST","172 ASH ST"
"8334",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8335",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8336",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8337",NA,"CONTINENTAL","ST","CONTINENTAL ST","CONTINENTAL ST","CONTINENTAL ST","CONTINENTAL ST"
"8338",65,"7","ST","65 7 ST","65 7 ST","65 7TH ST","65 7TH ST"
"8339",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8340",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8341",NA,"PLAIN","ST","PLAIN ST","PLAIN ST","PLAIN ST","PLAIN ST"
"8342",NA,"N 136 3 AVE. H BKLYN","AVE","N 136 3 AVE. H BKLYN AVE","N 136 3 AVE. H BKLYN AVE","N 136TH 3 AVE. H BKLYN AVE","N 136TH 3 AVE. H BKLYN AVE"
"8343",55,"CT AND","ST","55 CT AND ST","55 CT AND ST","55 CT AND ST","55 CT AND ST"
"8344",NA,"58 LIBERTY,H. BKLYN","ST","58 LIBERTY,H. BKLYN ST","58 LIBERTY,H. BKLYN ST","58TH LIBERTY,H. BKLYN ST","58TH LIBERTY,H. BKLYN ST"
"8345",NA,"TARRYTOWN","ST","TARRYTOWN ST","TARRYTOWN ST","TARRYTOWN ST","TARRYTOWN ST"
"8346",NA,"R AVE R & 162","AVE","R AVE R & 162 AVE","R AVE R & 162 AVE","R AVE R & 162ND AVE","R AVE R & 162ND AVE"
"8347",NA,"MORRIS AVE & 152","AVE","MORRIS AVE & 152 AVE","MORRIS AVE & 152 AVE","MORRIS AVE & 152ND AVE","MORRIS AVE & 152ND AVE"
"8348",NA,"WILLIS AVE & 141","AVE","WILLIS AVE & 141 AVE","WILLIS AVE & 141 AVE","WILLIS AVE & 141ST AVE","WILLIS AVE & 141ST AVE"
"8349",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8350",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8351",NA,"STURTEVANT","ST","STURTEVANT ST","STURTEVANT ST","STURTEVANT ST","STURTEVANT ST"
"8352",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8353",57,"N 6","ST","57 N 6 ST","57 N 6 ST","57 N 6TH ST","57 N 6TH ST"
"8354",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8355",NA,"VILLA PL & 166","PL","VILLA PL & 166 PL","VILLA PL & 166 PL","VILLA PL & 166TH PL","VILLA PL & 166TH PL"
"8356",155,"N 10","ST","155 N 10 ST","155 N 10 ST","155 N 10TH ST","155 N 10TH ST"
"8357",NA,"145 & BROOK AVE.","AVE","145 & BROOK AVE. AVE","145 & BROOK AVE. AVE","145TH & BROOK AVE. AVE","145TH & BROOK AVE. AVE"
"8358",109,"N 10","ST","109 N 10 ST","109 N 10 ST","109 N 10TH ST","109 N 10TH ST"
"8359",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"8360",NA,"10 AVE & W 113","AVE","10 AVE & W 113 AVE","10 AVE & W 113 AVE","10TH AVE & W 113 AVE","10TH AVE & W 113 AVE"
"8361",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"8362",NA,"CLIFF & CAULDWELL AVE.","AVE","CLIFF & CAULDWELL AVE. AVE","CLIFF & CAULDWELL AVE. AVE","CLIFF & CAULDWELL AVE. AVE","CLIFF & CAULDWELL AVE. AVE"
"8363",101,"N 9","ST","101 N 9 ST","101 N 9 ST","101 N 9TH ST","101 N 9TH ST"
"8364",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"8365",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8366",59,"N 9","ST","59 N 9 ST","59 N 9 ST","59 N 9TH ST","59 N 9TH ST"
"8367",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8368",NA,"WN.","ST","WN. ST","WN. ST","WN. ST","WN. ST"
"8369",NA,"2 AVE & E 108","AVE","2 AVE & E 108 AVE","2 AVE & E 108 AVE","2ND AVE & E 108 AVE","2ND AVE & E 108 AVE"
"8370",NA,"WN.","ST","WN. ST","WN. ST","WN. ST","WN. ST"
"8371",104,"2","ST","104 2 ST","104 2 ST","104 2ND ST","104 2ND ST"
"8372",118,"N 8","ST","118 N 8 ST","118 N 8 ST","118 N 8TH ST","118 N 8TH ST"
"8373",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8374",159,"N 10","ST","159 N 10 ST","159 N 10 ST","159 N 10TH ST","159 N 10TH ST"
"8375",NA,"3 AVE & 141","AVE","3 AVE & 141 AVE","3 AVE & 141 AVE","3RD AVE & 141 AVE","3RD AVE & 141 AVE"
"8376",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8377",NA,"165 & R. R. AVE.","AVE","165 & R. R. AVE. AVE","165 & R. R. AVE. AVE","165TH & R. R. AVE. AVE","165TH & R. R. AVE. AVE"
"8378",NA,"R AVE R & 167","AVE","R AVE R & 167 AVE","R AVE R & 167 AVE","R AVE R & 167TH AVE","R AVE R & 167TH AVE"
"8379",165,"N 3","ST","165 N 3 ST","165 N 3 ST","165 N 3RD ST","165 N 3RD ST"
"8380",168,"FULTON","ST","168 FULTON ST","168 FULTON ST","168 FULTON ST","168 FULTON ST"
"8381",NA,"ANNS AVE & 156","AVE","ANNS AVE & 156 AVE","ANNS AVE & 156 AVE","ANNS AVE & 156TH AVE","ANNS AVE & 156TH AVE"
"8382",87,"RIVERSIDE","ST","87 RIVERSIDE ST","87 RIVERSIDE ST","87 RIVERSIDE ST","87 RIVERSIDE ST"
"8383",87,"RIVERSIDE","ST","87 RIVERSIDE ST","87 RIVERSIDE ST","87 RIVERSIDE ST","87 RIVERSIDE ST"
"8384",143,"N 3","ST","143 N 3 ST","143 N 3 ST","143 N 3RD ST","143 N 3RD ST"
"8385",3,"E 56","ST","3 E 56 ST","3 E 56 ST","3 E 56TH ST","3 E 56TH ST"
"8386",151,"N 3","ST","151 N 3 ST","151 N 3 ST","151 N 3RD ST","151 N 3RD ST"
"8387",NA,"W 86 & nan","ST","W 86 & NAN ST","W 86 & NAN ST","W 86TH & NAN ST","W 86TH & NAN ST"
"8388",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8389",19,"357","ST","19 357 ST","19 357 ST","19 357TH ST","19 357TH ST"
"8390",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8391",NA,"ROBBINS & 149","ST","ROBBINS & 149 ST","ROBBINS & 149 ST","ROBBINS & 149TH ST","ROBBINS & 149TH ST"
"8392",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8393",NA,"145 & BROOK AVE.","AVE","145 & BROOK AVE. AVE","145 & BROOK AVE. AVE","145TH & BROOK AVE. AVE","145TH & BROOK AVE. AVE"
"8394",94,"4","ST","94 4 ST","94 4 ST","94 4TH ST","94 4TH ST"
"8395",110,"101)","ST","110 101) ST","110 101) ST","110 101ST) ST","110 101ST) ST"
"8396",NA,"MORRIS AVE & 152","AVE","MORRIS AVE & 152 AVE","MORRIS AVE & 152 AVE","MORRIS AVE & 152ND AVE","MORRIS AVE & 152ND AVE"
"8397",NA,"10 AVE & W 125","AVE","10 AVE & W 125 AVE","10 AVE & W 125 AVE","10TH AVE & W 125 AVE","10TH AVE & W 125 AVE"
"8398",NA,"WILLIS AVE & 147","AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147TH AVE","WILLIS AVE & 147TH AVE"
"8399",2,"1","ST","2 1 ST","2 1 ST","2 1ST ST","2 1ST ST"
"8400",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"8401",88,"405","ST","88 405 ST","88 405 ST","88 405TH ST","88 405TH ST"
"8402",141,"N 3","ST","141 N 3 ST","141 N 3 ST","141 N 3RD ST","141 N 3RD ST"
"8403",NA,"HOBO","ST","HOBO ST","HOBO ST","HOBO ST","HOBO ST"
"8404",NA,"3 AVE & 145","AVE","3 AVE & 145 AVE","3 AVE & 145 AVE","3RD AVE & 145 AVE","3RD AVE & 145 AVE"
"8405",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"8406",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8407",144,"MOTT","ST","144 MOTT ST","144 MOTT ST","144 MOTT ST","144 MOTT ST"
"8408",118,"N 8","ST","118 N 8 ST","118 N 8 ST","118 N 8TH ST","118 N 8TH ST"
"8409",NA,"149 & ROBBINS AVE.","AVE","149 & ROBBINS AVE. AVE","149 & ROBBINS AVE. AVE","149TH & ROBBINS AVE. AVE","149TH & ROBBINS AVE. AVE"
"8410",NA,"N  , J.","ST","N  , J. ST","N  , J. ST","N  , J. ST","N  , J. ST"
"8411",NA,"144 & BROOK AVE.","AVE","144 & BROOK AVE. AVE","144 & BROOK AVE. AVE","144TH & BROOK AVE. AVE","144TH & BROOK AVE. AVE"
"8412",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"8413",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"8414",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"8415",NA,"H. HARRISON","ST","H. HARRISON ST","H. HARRISON ST","H. HARRISON ST","H. HARRISON ST"
