,hn_1,best_match1
1327,360,HUDSON
1328,77,BEDFORD
1329,329,AVE 6
1330,55,ANTH
1331,306,BOWE
1332,546,GRAND
1333,132,CHRYSTIE
1334,61,MOTT
1335,106,BROADY AND 4 THAMES
1336,61,WALL
1337,NA,COL D AND 240 MULBERRY
1338,6,COLLEGE PL
1339,NA,AVE E LN 24
1340,212,HESTER
1341,NA,LISPENARD
1342,NA,ORCHARD
1343,10,BEAVER
1344,21,MONTGOMERY
1345,NA,E 18 AND ALY A GREENPOINT
1346,42,LEWIS
1347,NA,LIAMSBURG
1348,108,BARROW
1349,206,CHUSCH E ANDREWS ANTHONY 29
1350,217,CLINTON
1351,174,MULBERRY
1352,48,HAM D
1353,302,FRONT
1354,549,G
1355,16,3
1356,90,DELANCEY
1357,30,LEWIS
1358,195,PRINCE
1359,14,ANTHONY
1360,126,AMOS
1361,82,HENRY
1362,41,SCAMMEL
1363,10,SPRING
1364,34,LUDLOW
1365,30,CHERRY
1366,28,GOERCK
1367,21,LISPENARD
1368,10,LAIGHT
1369,132,CHRYSTIE
1370,146,FORSYTH
1371,6,BREVOORT PL
1372,85,1
1373,278,HOUSTON
1374,81,PIKE SLIP
1375,126,LEWIS
1376,20,PITT
1377,130,E BROADWAY
1378,141,AVE 4
1379,68,1
1380,221,BROOME
1381,43,THOMAS
1382,50,CHERRY
1383,96,CANNON
1384,2,HALL PL
1385,NA,HOBOK
1386,177,HUDSON
1387,5,BROADWAY
1388,104,W 24
1389,207,STANTON
1390,102,ALLEN
1391,16,JONES
1392,99,CLINTON
1393,54,BROAD
1394,127,BARROW
1395,71,MULBERRY
1396,30,FULTON
1397,1,NASSAU
1398,59,WEST
1399,9,BROAD
1400,153,ELDRIDGE
1401,153,ELDRIDGE
1402,184,LAURENS
1403,39,W RN
1404,107,GREENE
1405,49,BROADWAY
1406,NA,STATEN ISLAND
1407,49,BROADWAY
1408,111,GREENWICH AVE
1409,111,G WH AVE
1410,69,GREENWICH AVE
1411,166,2
1412,218,RIVINGTON
1413,4,JACKS
1414,52,BEAVER
1415,108,VARICK
1416,61,CHAMBERS
1417,61,CHAMBERS
1418,6,RECTOR
1419,4,E 11
1420,192,ORCHARD
1421,73,NORFOLK ANDREWS E AMELIA 3111
1422,149,
1423,129,CHAMB RS
1424,NA,W
1425,NA,W H 268
1426,48,EST
1427,165,MADISON
1428,287,3
1429,100,CHURCH
1430,33,GREENE
1431,NA,JERSEY
1432,314,2
1433,3434,SUFFOLK
1434,110,LEONARD
1435,190,AVE A
1436,165,MADISON
1437,NA,WILLIAMSBURG
1438,139,W 11
1439,116,NASS U
1440,12,E WALL 5816
1441,59,PITT
1442,123,CHRYSTIE
1443,33,MYRTLE AVE
1444,11,WALKER
1445,NA,21
1446,53,OAK
1447,24,PIKE
1448,18,PRINCE
1449,NA,W 28 AND AVE 8
1450,55,AVE 6
1451,112,ALY
1452,568,HOUSTON
1453,NA,CARLTON H
1454,349,10
1455,194,BLEECKER
1456,6,RECTOR
1457,19,HARRISON
1458,295,SECND
1459,129,E BROADWAY
1460,33,GREENE
1461,72,FRANKFRT
1462,4,E 11
1463,165,MADISON
1464,5,CORTLANDT
1465,4,DESBROSSES
1466,368,BLEECKER
1467,51,ROBINSON
1468,102,AVE 4
1469,117,HENRY
1470,130,PEARL NATIONAL HOTE
1471,276,CAN 1
1472,276,CANAL
1473,314,2
1474,70,PINE
1475,203,BROADWAY
1476,600,4
1477,NA,LEX AVE
1478,26,MONTGOMERY
1479,47,DEY
1480,143,ALLEN
1481,52,WOOSTER
1482,92,CROSBY
1483,46,HOWARD
1484,217,VARICK
1485,1,SPRUCE
1486,115,WILLETT
1487,133,AMITY
1488,319,PEARL
1489,332,HOUSTON
1490,188,BROOME
1491,204,ALLEN
1492,218,WASHINGTON
1493,242,W 28
1494,1838,BROOME
1495,NA,HOBOKEN
1496,228,AVE 8
1497,377,AVE 6
1498,79,WILLETT
1499,46,AVE D
1500,NA,BROOKLYN
1501,29,LEWIS
1502,352,BLEECKER
1503,61,AVE D
1504,174,VARICK
1505,352,FRONT
1506,281,PEARL
1507,NA,W 403G 14
1508,202,N 6 WILLIAMSBURGH
1509,23,JACOB
1510,116,CHARLES
1511,118,LEROY
1512,7,NASSAU
1513,23,JACOB
1514,128,CHATHAM
1515,104,CHERRY
1516,78,MARKET
1517,651,HUDSON
1518,NA,W 37 AND AVE 9
1519,188,2
1520,165,SUFFOLK
1521,63,E 14
1522,21,AVE 1
1523,40,4
1524,40,4
1525,452,WASHINGTON
1526,127,CHRISTOPHER
1527,128,WHITE
1528,18,AVE D
1529,72,CHATHAM
1530,423,GREENWICH
1531,265,AVE 8
1532,NA,BROOKLYN
1533,94,MAIDEN LN
1534,316,HENRY
1535,30,WHITEHALL
1536,140,ORCHARD
1537,236,9
1538,7,COLLEGE GREEN
1539,36,WARREN
1540,156,AVE 2
1541,36,WARREN
1542,36,WARREN
1543,24,DEY
1544,12,BETHUNE
1545,40,89 WILLIAMSBURGH
1546,600,HOUSTON
1547,24,GARDEN
1548,NA,
1549,21,LEWIS
1550,314,HOUSTON
1551,600,HOUSTON
1552,600,HOUSTON
1553,792,WASHINGTON
1554,84,OLIVER 10 NORFOLK
1555,14,GRAM REY PARK
1556,23,HESTER
1557,60,VARICK
1558,20,STANTON
1559,23,COLUMBIA
1560,48,W WASHINGTON PL
1561,264,MADISON
1562,NA,BROOKLYN
1563,744,PINE
1564,445,WEST
1565,NA,
1566,315,BROADWAY BROADWAY
1567,21,JANE
1568,NA,W 31 AND AVE 9
1569,99,MERCER
1570,175,W 22D
1571,154,FRANKL
1572,120,CHARLTON
1573,202,W 28
1574,52,CARMINE
1575,324,5
1576,73,GREENWICH
1577,46,ALLEN
1578,61,LIBERTY
1579,NA,I 23D AVE H 2 AND 3
1580,127,PI
1581,2,AND 3
1582,NA,BROADWA NI 27
1583,119,W WATER 11624
1584,NA,BROADWAY AND 28T
1585,127,PITT
1586,96,WALL
1587,803,BROADWAY
1588,112,AVE 8
1589,8,DINCY
1590,80,WOOSTER
1591,193,STANTON
1592,157,MACDOUG
1593,200,B 157 MED
1594,157,MACDOUG
1595,286,DIVISION
1596,NA,UNIVERSITY PL
1597,97,88 WILLIAMSBUZGH
1598,110,ESSEX
1599,286,DIVISIC
1600,90,W 19
1601,232,DIVISION
1602,192,LUDLOW
1603,200,BROADWAY 155 MACDOUGAI
1604,43,ATTORNEY
1605,5,AMIT
1606,NA,CANAL
1607,31,CANAL
1608,227,HOUS
1609,200,W 13
1610,66,NASSAU
1611,28,W BROADWE
1612,NA,AVE W 9C 17
1613,22,AVE
1614,76,MOTT
1615,109,THOMPSON CORD
1616,NA,N J
1617,130,W BROADWAY ARMSTRONG JOHN 60 CARMINE
1618,23,THOMPSON ARMSTRONG W JOHN 228
1619,220,W 28 ARMSTRONG JOHN 5 HESTER
1620,2,AVE 1 ARMSTRONG LUCIUS H 14 B H NEWARK
1621,188,AVE 9 ARMSTRONG L 11 JONES
1622,241,WOOSTER
1623,88,WARREN ARMSTRONG MARIA 2 MARION
1624,254,AVE 8
1625,192,FRANKLIN
1626,260,GREENWICH
1627,230,W 18
1628,87,CANAL
1629,113,STANTON
1630,305,DELANCEY
1631,9,AVE
1632,NA,W 35 AND AVE 7
1633,6,HAMMOND
1634,277,W 18
1635,NA,N J
1636,NA,N J
1637,119,MACDOUGAL
1638,694,WATER
1639,11,PARK PL
1640,123,CHAMBERS
1641,379,AVE 6
1642,89,WALL
1643,12,W 14
1644,115,WEST
1645,202,FRONT
1646,30,S MARK PL
1647,193,MONROE
1648,151,LUDLOW
1649,329,AVE 8
1650,329,SPRING
1651,381,GRAND
1652,268,BOWRY
1653,2,FORSYTH
1654,64,ESSEX
1655,NA,W 29 AND AVE 10
1656,122,SULLIVAN
1657,NA,E 24 AND AVE 2
1658,NA,S EARLE
1659,124,E 20
1660,676,4
1661,8,THOMAS
1662,156,ORCHARD
1663,7,HARRISON
1664,79,CHATHAM
1665,63,E 14
1666,78,MONROE
1667,168,MADISON
1668,152,CLINTON
1669,101,CROSBY
1670,NA,WMSBURG
1671,337,G WICH
1672,NA,PO KEEPSIE
1673,163,SOUTH
1674,NA,BROOKLYN
1675,159,PEAR
1676,354,HOUSTON
1677,143,CEDAR CEDAR
1678,520,G WICH
1679,45,ROSE
1680,182,W 18
1681,13,MINETTA
1682,227,AVE 1
1683,8,MINETTA
1684,163,G WICH
1685,453,AVE 3 AVE 3
1686,228,CHERRY
1687,74,HAMERSLEY
1688,51,MARION
1689,18,MARION
1690,268,AVE 3
1691,52,AVE C
1692,106,CEDAR
1693,146,W BROADWAY
1694,77,ALY B
1695,245,GREENWICH
1696,613,GRND
1697,49,E 16
1698,280,MONROE
1699,10,AVE
1700,38,WHITEHALL
1701,49,E 16
1702,82,SHERIFF
1703,79,AVE B
1704,NA,JERSEY CITY
1705,117,LUDLOW
1706,112,WM
1707,10,ROSE ROSE
1708,647,GREENWICH
1709,NA,G WICH
1710,59,WEST
1711,562,4
1712,158,STANTN
1713,156,STANTON
1714,162,SUFFOLK
1715,62,CANAL
1716,66,WHITE
1717,21,CLINTON
1718,NA,E 25 AVE H 1 AND 2
1719,230,10
1720,250,7
1721,38,PIERPONT
1722,73,CRANBERRY
1723,15,CATHARINE SLIP
1724,26,WALKER
1725,66,WHITE
1726,65,JORALEMON
1727,NA,E 29 AND AVE 3
1728,360,10
1729,238,5
1730,282,W 17
1731,100,MIDDAGH
1732,12,SPRING
1733,33,MARKET
1734,384,GRAND
1735,109,WALL
1736,65,SUFFOLK
1737,57,PITT
1738,77,AVE 9
1739,18,W
1740,75,JANE
1741,25,CATHARINE
1742,234,MON
1743,32,HAMILTON
1744,191,CHATHA
1745,25,ROSE
1746,35,VANDEWATE
1747,183,WILLIAM
1748,296,B WA
1749,248,PEARL
1750,96,CATHARINE
1751,125,AMITY
1752,NA,BROOKL
1753,105,SOUTH
1754,44,MER EXCHANGE
1755,249,BOW
1756,294,AVE 8
1757,269,AVE 3
1758,NA,MORRISA
1759,NA,MORRISANI
1760,34,AVE B
1761,441,E GRAND 266 BROADWAY
1762,263,HENRY
1763,177,BOW
1764,175,AVE
1765,146,CHERRY
1766,78,W 18
1767,71,NASSAU
1768,228,7
1769,167,W 13
1770,284,6
1771,NA,AVE W AND 3LST
1772,264,MONROE
1773,72,COLUMBIA
1774,82,W 1
1775,344,SI
1776,352,AVE 3
1777,47,EXCHANGE PL
1778,62,CHARL
1779,228,AVE 10
1780,NA,415G GR
1781,49,OLIVER
1782,71,NAS AND
1783,78,W 18
1784,178,2
1785,66,AVE A
1786,25,THOMPSON
1787,181,AVE 8
1788,181,AVE 8
1789,88,E 1
1790,NA,STATEN ISLA
1791,60,BLEECKER
1792,NA,UNIVER AND PL 10
1793,15,CHESTNUT
1794,78,WATTS
1795,116,ORCHARD
1796,162,LEONARD
1797,47,BOND
1798,117,LIBERTY
1799,30,DELA
1800,188,HESTER
1801,NA,KE 32D
1802,250,W 1
1803,NA,BOWERY AND HESTE
1804,35,BETHUNE
1805,27,NASSAU
1806,277,W
1807,48,GREAT JONES
1808,130,E 27
1809,37,LAFAYETTE
1810,34,LAFAYETTE
1811,NA,EXCH
1812,237,W 14
1813,63,WASHGTR
1814,206,BROON
1815,61,ANN
1816,8,W 40
1817,48,BROAD
1818,2,PINE
1819,22,STANTON
1820,564,SUFFOLK
1821,17,SUFFOLK
1822,214,10
1823,298,SEVNTH
1824,50,BROADWAY
1825,35,ATTORNEY
1826,5,WARREN
1827,62,CANAL BET 49 HOWARD
1828,60,PINE
1829,19,CORTAN
1830,50,BROADWAY
1831,192,AVE 1
1832,NA,W 28 AND AVE 8
1833,139,GREENE
1834,39,PERRY
1835,138,SEEND
1836,NA,N W 35 AND AVE 7
1837,195,W 19
1838,303,BROADWAY
1839,924,SHERIFF
1840,11,WEST
1841,59,ATTORNEY
1842,361,HOUSTON
1843,227,12
1844,222,SULLIVN
1845,98,VESEY
1846,76,WARREN
1847,32,GREENWICH
1848,63,ELM
1849,97,GREENE
1850,190,W 15 H 63 ELM
1851,367,6
1852,NA,BROOKLYN
1853,189,MULBERRY
1854,84,WOOSTER
1855,24,VARICK
1856,7,DEY
1857,125,BROA
1858,451,WASHINGTON
1859,82,WALL
1860,71,CORTLANDT
1861,45,GOLD
1862,539,BROADWAY
1863,181,AVE 9
1864,86,6
1865,NA,BROOKLYN
1866,150,CANAL
1867,181,AVE 9
1868,580,HUDSON
1869,40,LISPENARD
1870,15,BEEKMAN
1871,3,MONTAGUE PL
1872,182,CANAL
1873,91,NORFOLK
1874,188,1 WILLIAMSBURG
1875,96,SUSSEX
1876,401,AVE 3
1877,15,BEEKMAN
1878,13,RUTGERS
1879,61,WALL
1880,NA,E 20 AND AVE 2
1881,35,LIBERTY
1882,NA,AVE W 7C 27
1883,293,MADISON MADISON
1884,317,STANTON
1885,NA,W 26 AND AVE 8
1886,165,G WICH
1887,62,ROSE
1888,139,MULBERRY
1889,168,ELM
1890,192,DELANCEY
1891,16,W 14
1892,14,STATE
1893,247,DELANCEY
1894,NA,S EARLE
1895,NA,S EARLE
1896,200,G WICH
1897,8,MONROE PL
1898,16,STATE
1899,189,W 18
1900,224,DELANCEY
1901,112,LEROY
1902,9,MONROE PL Y
1903,NA,16C AND HENRY BROOKLYN
1904,12,JANE
1905,94,COLUMBIA
1906,51,JACKSON
1907,9,AVE
1908,379,HUDSON
1909,216,GREENWICH
1910,2434,GREENWICH
1911,NA,FORT HAMILTON
1912,93,W 18
1913,151,AVE 6
1914,60,E BROADWAY
1915,27,WATER
1916,206,SULLIVAN
1917,230,ATLANTIC B KLYN
1918,86,FORSYTH
1919,222,CHERRY
1920,308,STANTON
1921,26,GARDEN
1922,216,DELANCEY
1923,20,MINETTA LA
1924,89,MONROE
1925,231,CANAL
1926,37,ATTORNEY
1927,28,COLUMBIA
1928,28,COLUMBIA
1929,12,AVE D
1930,310,AVE 3
1931,NA,W 25 AND AVE 8
1932,74,BROADWA
1933,4,
1934,27,WATER
1935,NA,E 15 AVE H 1 AND 2
1936,22,IRV G PL
1937,349,10
1938,NA,E 81 AVE H 2 AND 3
1939,277,MULBERRY
1940,12,HAMERSLEY PL
1941,NA,PRINCE
1942,72,VESEY
1943,25,BRG
1944,NA,REMSEN AND CLINTON BROOKLYN
1945,57,WARREN
1946,NA,29 AND LEXINGTON AVE
1947,NA,BROOKLYN
1948,42,CONCORD
1949,108,SE ND
1950,NA,BROOKLYN
1951,162,SULLIVAN
1952,43,
1953,57,WATER
1954,43,BROAD
1955,NA,W 40 AND BROADWAY
1956,174,BROADWAY
1957,152,WAVERLY PL
1958,319,RIVINGTON
1959,179,HUDSON
1960,59,LAIGHT
1961,37,BARCLAY
1962,190,ORCHARD
1963,NA,BROOKLYN
1964,10,STANTON
1965,19,BEEKMAN
1966,214,DIVISION
1967,47,CLARKSON
1968,543,HUDSON
1969,22,SPRUCE
1970,213,W 13
1971,115,1
1972,183,CLINTON
1973,76,GRAND
1974,76,GRAND
1975,82,WALKER
1976,96,LUDLOW
1977,40,BARCLAY
1978,40,BARCLAY
1979,161,CHMBRS
1980,93,CEDAR
1981,299,SPRG
1982,299,SPRING
1983,656,WATER
1984,NA,155
1985,NA,155
1986,250,5
1987,241,2
1988,122,NORFOLK
1989,54,ANN
1990,615,WASHINGTON
1991,109,VARICK
1992,479,BROOME
1993,144,3
1994,NA,MORRISANIA
1995,8,LEWIS
1996,76,WALL
1997,105,CHARLTON
1998,88,AVE B
1999,395,WEST
2000,75,NASSAU
2001,NA,W 32D AND AVE 9
2002,22,WEST
2003,NA,W 32D AND AVE 9
2004,166,BROOME
2005,NA,32D AND AVE 7
2006,1514,FRANKLIN
2007,7,WALKER
2008,129,ALY 3AND 11 AVE AVE C 3
2009,32,VANDAM
2010,31,UNION PL
2011,NA,12 AND UNIVERSITY PL
2012,31,UNION PL
2013,31,UNION PL
2014,33,UNION PL
2015,22,SPRING
2016,59,MARION
2017,24,WILLIAM
2018,492,PEARL
2019,25,MERCER
2020,148,W BROADWAY
2021,656,4
2022,167,STANTON
2023,85,WALL
2024,175,AMOS
2025,NA,CENTRE AND READE
2026,188,LAURENS
2027,20,COLUMBIA
2028,25,MERCER
2029,NA,W 25 AND AVE 8
2030,38,MACDOUGAL
2031,133,W 20
2032,579,4
2033,264,BROOME
2034,541,HUDSON
2035,NA,JERSEY CITY
2036,214,W 18
2037,NA,E 25 AND AVE 2
2038,178,ATLANTIC
2039,31,THOMPSON
2040,156,RIVINGTON
2041,NA,E 24 AND AVE A
2042,18,JAM
2043,305,AVE 8
2044,16,2
2045,60,ELM
2046,9,ROOSEVELT
2047,55,RUTGERS
2048,56,FORSYTH
2049,328,SPRING
2050,5,SULLIVAN
2051,3,THOMAS
2052,148,W BROADWAY
2053,192,SPRING
2054,6,WEST
2055,182,JAY
2056,258,AVE 8
2057,56,GOUVERNEUR
2058,135,E 2IST
2059,702,4
2060,NA,AVE A AND B H 153 CLINTON
2061,17,AVE A
2062,NA,CARLTON
2063,NA,E 24 AND AVE A
2064,35,HENRY
2065,156,SULLIVAN
2066,297,6
2067,79,NASSAU
2068,221,HOUSTON
2069,743,GREENWICH
2070,55,BEDFORD
2071,7,COMMERCE
2072,183,W 15
2073,130,ATTORNEY
2074,313,HOUSTON
2075,85,PINE
2076,144,AVE 2
2077,431,GRAND
2078,15,WALL
2079,68,PEARL 144 AVE 2
2080,68,PEARL
2081,68,PEARL
2082,77,AMITY
2083,88,JACKSON
2084,47,SOUTH
2085,594,CHERR
2086,1,BRG
2087,358,CHERRY
2088,120,MAIDEN LN
2089,105,PINEAPPLE
2090,114,FORSY
2091,60,LIVINGSTON
2092,8,GREENE
2093,1,BRG
2094,86,ROOSEVELT
2095,31,MARKET
2096,262,WM
2097,507,WASHTN
2098,114,SMITH
2099,253,W 16
2100,326,BLEECKER
2101,79,CHARLTON
2102,86,ROS VYLT
2103,260,HOUSTON
2104,117,MAIDEN LN
2105,70,BROADWAY AND 15 NEW
2106,362,HOUSTON
2107,912,BROADWAY
2108,5934,CHERRY
2109,8,5
2110,168,BOWERY
2111,21,MARION
2112,97,STANTE
2113,26,HAMERSLEY ESSE
2114,46,AND CO SCALE
2115,83,FULTON
2116,373,AVE C
2117,49,EXCHANGE PL
2118,30,JONES
2119,3,VANDAM
2120,175,WASHINGTON
2121,35,1
2122,27,GREENE
2123,27,MADISC
2124,98,CEDAR
2125,229,MULBERRY
2126,34,SOUTH
2127,84,AVE 5
2128,30,AMITY
2129,90,MOTT
2130,30,AMITY
2131,680,BROADWAY
2132,90,MOTT
2133,NA,BROOKLY
2134,17,JAY
2135,214,SPRING
2136,26,VARICK
2137,34,SOUTH
2138,190,LAURENS
2139,83,WOOSTI
2140,153,LAURENS
2141,50,JAMES
2142,131,HENRY
2143,54,W 21
2144,9,CARROLL PL
2145,178,CHAMBERS
2146,589,BROADWAY
2147,NA,CONNECTICUT
2148,10,AVE AND W 1 AND 25
2149,195,FULTON
2150,30,JONES
2151,28,JORALEMO
2152,181,ORCK
2153,96,ATTORNEY
2154,195,FULTON
2155,352,AVE 8
2156,NA,SING SING
2157,256,PEARL
2158,64,WALL B
2159,491,HOUSTON
2160,111,CHRYS
2161,270,HOUSTON
2162,200,WALKER
2163,NA,BROOKLYN
2164,32,MORTON
2165,2,HENRY
2166,111,MACDOUGAL
2167,68,WASHINGTON 20 GREENWICH
2168,NA,W 35 AND AVE 9
2169,42,BEAVER W 621 B
2170,142,E W AND B
2171,NA,LEXINGTON AVE
2172,37,NASSAU
2173,23,WILLIAM
2174,NA,BE FORD L I
2175,2,NASSAU
2176,227,W 2
2177,145,E 18TL
2178,189,MAIDEN LN
2179,243,TWELF
2180,65,S WATER JUDSON
2181,29914,BROADWAY
2182,30,S MARK
2183,570,G WIC
2184,5,CLINTON PL
2185,11,W WASHINGTON PL
2186,163,GREENE
2187,37,10
2188,15,S JOHN LA
2189,11,W WASHINGTON PL
2190,6,MINETTA
2191,226,W 19
2192,127,S BLEECKER BUN
2193,104,WALL
2194,42,BEAVER
2195,49,NASSAU
2196,23,WILLIAM
2197,157,WILLIAM
2198,124,PITT
2199,164,BROADWAY
2200,263,MONROE
2201,NA,20CITY HALL PL
2202,196,WILLIAM
2203,NA,W BROADWAY AND WARREN
2204,348,GREENWICH
2205,107,W 13
2206,12,BEAVER
2207,496,BROOME
2208,NA,AVE W 7C 21
2209,43,FULTON
2210,193,WM
2211,78,SHERIFF
2212,NA,JERSY CITY
2213,230,W 19
2214,4,E 32D
2215,1574,BOWERY
2216,41,AVE B
2217,45,HESTER
2218,415,GRAND
2219,158,LEWIS
2220,561,GRAND
2221,NA,W 30 AND AVE 7
2222,9,AVE
2223,267,MONROE
2224,85,WOOSTER
2225,77,ORCHARD
2226,NA,W 29 AND AVE 6
2227,348,GREENWICH
2228,564,4
2229,193,GRAND
2230,3,AVE B
2231,41,AVE B
2232,NA,CARLTON AVE BROOKLYN
2233,16,FULTON
2234,18,WALL
2235,100,SCHEMMERHORN
2236,110,SCHEMMERHORN
2237,49,RUTGERS
2238,NA,PEEKSKILL
2239,27,ALY 1
2240,42,AVE 10
2241,8,
2242,NA,
2243,294,MADISON
2244,13,MAIDEN LN
2245,18,WALL
2246,5,BEDFORD
2247,228,4
2248,67,CHRSTP R
2249,196,ALLEN BAGNELL 259 FRONT
2250,17,CROSBY
2251,NA,FLATBUSH L 1 BAGOT JOHN 100 SPRING
2252,181,AVE C
2253,413,WATER
2254,44,HENR
2255,8,B 29 PECK SLIP Y
2256,79,LEWIS
2257,75,STANTON
2258,133,WATER
2259,326,8
2260,162,CENTRE
2261,7,ALY 2
2262,14,FRANKFORT
2263,370,BROADWAY
2264,96,GREENWICH
2265,56,WEST
2266,83,MERCER
2267,50,KIN
2268,387,HOUSTON
2269,901,
2270,NA,BROOKLYN
2271,NA,BRKLYN
2272,4,AVE 1
2273,102,NASSAU
2274,85,MERCER
2275,209,WASHINGTON
2276,NA,W 29 AND AVE LI
2277,188,2
2278,123,W 19
2279,177,AVE A
2280,59,NORFOLK
2281,NA,NEWARK
2282,191,SOUTH
2283,231,WASHINGTON
2284,21,BOWERY
2285,376,GRAND
2286,NA,BROOKLYN
2287,122,WILLOW
2288,NA,BROOKLYN
2289,150,NASSAU 4174
2290,44,
2291,21,BOWERY
2292,NA,WALL AND SOUTH
2293,201,W 27
2294,34,FORSYTH
2295,47,BROADWAY
2296,NA,REFUSED
2297,8,ALY
2298,NA,BROOKLYN
2299,12,W WASHINGTON PL
2300,91,BROAD
2301,79,MOTT
2302,87,ANN
2303,82,W BROADWAY
2304,301,HOUSTON
2305,26,DELANCEY
2306,87,MULBERRY
2307,96,CLINTON PL
2308,NA,218W 26
2309,140,AMITY
2310,20,STANTON
2311,111,MERCER
2312,363,AVE 6
2313,134,GREENWICH AVE
2314,540,BROADWAY
2315,NA,AVE W 8C SLST
2316,100,FULTON
2317,229,BROADWAY
2318,212,12
2319,46,RIDGE
2320,94,E 15
2321,38,GANSEVOORT
2322,81,E BROADWAY
2323,NA,BUSHWICK
2324,84,CLINTON ALY
2325,7,BAINBRIDGE RICHARD 4 CLIFF H 105 CLINTON
2326,195,HOUSTON BAINBRIDGE R AND CO 47 CLIFF
2327,267,BOWERY
2328,417,HUDSON
2329,77,CHATHAM BAIRD DAVID 9
2330,73,CANNON BAIRD HUGH 78 HENRY
2331,77,MADISON BAIRD ISAAC 12 MORE
2332,77,MADISON AND BAIRD ISABELLA AND MARGARET J 29
2333,292,BLEECKER
2334,13,2 BAIRD JOHN 9
2335,140,NORFOLK BAIRD OLIVER 8 COLUMBIA PL
2336,NA,YONKERS
2337,1754,ORCHARD AND BAIRD SAMUEL 85 LEONARD H 442 G WICL
2338,68,3 BAIRD WILLIAM 30 CHERRY
2339,391,6 W BAIRD WILLIAM 33D
2340,19,AND 14 BROADWAY
2341,262,WASHINGTON H 403 G WIC
2342,14,ESSEX
2343,156,PERRY BAKER ALBANY 220 VARICK
2344,252,AVE 10
2345,NA,JERSEY C AND E BAKER ALFRED H 104 LEONARD
2346,194,ELM BAKER AMELIA S H ALEXIS 15 IRVING PL
2347,204,BROOME
2348,242,4
2349,25,BROAD BAKER ARCHELAUS 94 MORTON
2350,142,FULTON BAKER ASHLEY C 479 HOUSTON
2351,103,CLINTO
2352,35,CANNON
2353,128,PERRY BAKER AND AURORA F 150 WOOSTER H 1
2354,114,AVE C
2355,NA,E 28 AND LEX AVE
2356,NA,BUSHWICK
2357,16,SPRUCE
2358,639,WASHINGTON
2359,NA,LONG ISLAND
2360,NA,W MSB G
2361,25,LEONARD
2362,282,BROOME
2363,232,BROOME
2364,9,STATE
2365,33,MARKET
2366,157,W 14
2367,157,W 14
2368,50,DEY
2369,10,CARROLL PL
2370,NA,GRAND
2371,62,WATER NEW JERSEY
2372,64,WALL A P MAN
2373,134,AMOS
2374,104,MOTT
2375,47,CRANBERRY BKLYN
2376,21,MINETTA LN
2377,378,WASHINGTON
2378,NA,W 29
2379,49,WHITE
2380,107,MERCER
2381,133,BROOME
2382,131,VARICK
2383,173,W 22D
2384,864,BROADWAY
2385,29,NASSAU
2386,77,MONROE
2387,331,HUDSON
2388,31,MACDGL
2389,215,CANAL
2390,301,6
2391,11,NASSAU
2392,61,HAMERSLEY
2393,266,BROOME
2394,NA,W 37 AND AVE 9
2395,413,BROOME
2396,692,WASHINGTON
2397,117,PERRY
2398,13,SCHERMERHORN
2399,29,SHERIF
2400,18,CHARLTON
2401,122,COLUMBIA
2402,268,E BROADWAY
2403,NA,763G AVE 9
2404,22,FE 17
2405,764,AVE 9
2406,250,2
2407,185,W 17
2408,90,KING
2409,NA,WILMSBGH
2410,106,W 27
2411,800,GREENWICH
2412,123,SHERIFF
2413,NA,BROOKLYN
2414,125,TROY
2415,70,E 22D
2416,70,E 22D
2417,283,BOWERY
2418,8,AVE
2419,9,AVE
2420,66,RBNSN
2421,59,E 16
2422,21,1
2423,122,SUFFOLK
2424,162,SOUTH 63 FULTON
2425,NA,RIVINGTON AND PITT
2426,22,WATTS
2427,218,12
2428,535,BROOME
2429,113,PERRY
2430,12,COLUMBIA
2431,19,BOND
2432,270,WALKER
2433,523,GRAND
2434,257,MONROE
2435,NA,W 30 AND AVE 7 ET
2436,30,MARKET
2437,NA,W 2IST AND AVE 6
2438,131,PRINCE
2439,163,W AND 11
2440,567,GREENWICH
2441,60,FULTON
2442,76,HAMMOND
2443,662,WATER
2444,290,BROADWAY
2445,NA,W 28 AND AVE 11
2446,443,G WICH
2447,NA,RHODE ISLAND
2448,13,AMITY P
2449,NA,W 29 AND AVE 10
2450,NA,3183G GRAND
2451,71,STANTON
2452,131,BROOME
2453,59,ORCHARD
2454,NA,W 28 AND AVE 6
2455,2,AVE
2456,NA,W 28 AND AVE 7
2457,109,W 20
2458,198,MOTT
2459,39,WOOSTER
2460,NA,MORRISANIA
2461,189,GRAND
2462,212,BROADWAY
2463,60,MORTON
2464,602,GRAND
2465,106,W 24
2466,NA,BROOKLYN
2467,NA,E 26 AND AVE 4
2468,4,
2469,158,NORFOLK
2470,79,HUDSON
2471,60,MARION
2472,186,AVE 9
2473,66,CANNON
2474,108,VESEY
2475,682,4
2476,73,CANNON
2477,26,MADISON
2478,208,WILLIAM
2479,66,W 18
2480,10,FURMAN
2481,47,HESTER
2482,305,AVE 8
2483,299,BROADWAY
2484,17134,DIVISION
2485,211,W 13
2486,76,HUDSON
2487,164,AVE 3
2488,NA,W MSBG
2489,111,SANDS
2490,133,LEROY
2491,143,ALLEN
2492,2,FULTON MARKET
2493,2,LOWER FULTON MARKET
2494,148,WOOSTER
2495,83,WALL
2496,158,PEARL
2497,36,PARK ROWAND 145 NASSAU
2498,6,LIBERTY
